Treatment,Tank,Ploidy,Tag colour,Tag num,Shell Height,Shell length,Shell width,Mass,Time 
22.5,4,2M,green,,18.64,,,0.7,2_end
22.5,4,2M,green,,22.61,,,2,2_end
22.5,4,2M,green,,16.06,,,0.8,2_end
22.5,4,2M,green,,17.46,,,0.8,2_end
22.5,4,2M,green,,21.21,,,0.9,2_end
22.5,4,2M,green,,23.94,,,1,2_end
22.5,4,2M,green,,21.88,,,1,2_end
27.5,1,2M,green+white,9,23.09,14.45,5.23,0.9,2_end
27.5,1,2M,green+white,1,19.29,15.39,4.9,0.7,2_end
27.5,1,2M,green+white,11,21.99,15.24,8.46,1.3,2_end
27.5,1,2M,green+white,7,13.54,10.09,2.98,0.4,2_end
27.5,1,2M,green+white,8,20.28,15.39,6.91,0.9,2_end
27.5,1,2M,green+white,10,20.04,14.87,4.34,0.7,2_end
27.5,1,2M,green+white,4,19.27,15.98,4.2,0.8,2_end
27.5,1,2M,green+white,3,15.66,14.76,5.02,0.8,2_end
27.5,1,2M,green+white,2,17.29,13.31,3.68,0.5,2_end
27.5,1,3M,red,,30.71,,,2.1,2_end
27.5,1,3M,red,,29.93,,,2.2,2_end
27.5,1,3M,red,,27.9,,,1.8,2_end
27.5,1,3M,red,,20.86,,,1.3,2_end
27.5,1,3M,red,,25.2,,,2.4,2_end
27.5,1,3M,red,,28.33,,,1.6,2_end
27.5,1,3M,red,,25.34,,,1.6,2_end
27.5,1,3M,red,,30.38,,,3.1,2_end
27.5,1,3M,red,,25.81,,,1.7,2_end
27.5,1,3M,red,,23.31,,,1.6,2_end
27.5,1,3M,red,,19.32,,,1.2,2_end
27.5,1,3M,red,,22.7,,,1.4,2_end
27.5,1,3M,red,,20.94,,,1.2,2_end
27.5,1,3M,red,,21.67,,,1.7,2_end
27.5,1,3M,red,,25.02,,,1.2,2_end
27.5,1,3M,red,,21.53,,,1,2_end
27.5,1,3M,red,,19.71,,,1,2_end
27.5,1,3M,red,,19.69,,,1,2_end
27.5,1,3M,red,,28.72,,,2.2,2_end
27.5,1,3C,blue,,25.06,,,1.3,2_end
27.5,1,3C,blue,,21.16,,,1.4,2_end
27.5,1,3C,blue,,21.11,,,1.8,2_end
27.5,1,3C,blue,,13.11,,,0.7,2_end
27.5,1,3C,blue,,16.61,,,1,2_end
27.5,1,3C,blue,,21.19,,,1,2_end
27.5,1,3C,blue,,20.5,,,1.1,2_end
27.5,1,3C,blue,,19.45,,,1.2,2_end
27.5,1,3C,blue,,15.14,,,0.7,2_end
27.5,1,3C,blue,,18.9,,,1,2_end
27.5,1,3C,blue,,23.38,,,1.6,2_end
27.5,1,3C,blue,,24.93,,,1.4,2_end
27.5,1,3C,blue,,19.64,,,1.4,2_end
27.5,1,3C,blue,,11.32,,,0.8,2_end
27.5,1,3C,blue,,15.42,,,1,2_end
27.5,1,3C,blue,,22.25,,,2.2,2_end
27.5,1,3C,blue,,19.25,,,1,2_end
27.5,1,2M,green,,20,,,1.9,2_end
27.5,1,2M,green,,18.27,,,0.8,2_end
27.5,1,2M,green,,18.09,,,1.2,2_end
27.5,1,2M,green,,21.64,,,1.3,2_end
27.5,1,2M,green,,14.06,,,1.3,2_end
27.5,1,2M,green,,13.63,,,0.8,2_end
27.5,1,2M,green,,16.07,,,0.9,2_end
27.5,1,2M,green,,15.87,,,1,2_end
27.5,1,2M,green,,15.3,,,0.9,2_end
27.5,1,2M,green,,17.43,,,1.4,2_end
27.5,1,2M,green,,14.14,,,0.8,2_end
27.5,1,2M,green,,15.56,,,1,2_end
27.5,1,2M,green,,13.92,,,0.7,2_end
27.5,1,2M,green,,13.99,,,0.8,2_end
27.5,1,2M,green,,11.15,,,0.9,2_end
27.5,1,2M,green,,13.38,,,0.6,2_end
27.5,12,2M,green,,16.08,,,1.1,2_end
27.5,14,3C,blue,84,18.89,15.97,1.77,1.9,2_end
27.5,14,2M,green,,18.26,,,1.3,2_end
27.5,12,2M,green,,19.77,,,1.8,2_end
27.5,12,3M,red+white,37,27.94,15.46,6.53,1.5,2_end
27.5,12,3M,red+white,35,21.13,15.16,5.96,1,2_end
27.5,12,3M,red+white,32,23.16,15.22,6.09,1.2,2_end
27.5,12,3M,red+white,34,26.46,16.11,6.13,1.5,2_end
27.5,12,3M,red+white,38,18.69,13.46,6.21,0.9,2_end
27.5,12,3M,red+white,31,20.28,15.47,5.07,1.2,2_end
27.5,12,3M,red+white,40,30.26,15.36,11.63,2.2,2_end
27.5,12,3M,red+white,33,19.1,13.24,3.04,0.6,2_end
27.5,12,3C,blue,60,21.12,15.36,7.35,1.4,2_end
27.5,12,3C,blue,76,19.5,14,6.04,1,2_end
27.5,12,3C,blue,65,30.03,14.95,5.86,1.3,2_end
27.5,12,3C,blue,31,34.33,20.99,10.45,3.3,2_end
27.5,12,3C,blue,82,18.73,16.19,5.51,0.9,2_end
27.5,12,3C,blue,41,19.3,16.28,5.87,0.9,2_end
27.5,12,3C,blue,43,19.55,11.74,5.58,0.7,2_end
27.5,12,3M,white,39,24.76,16.43,6.16,1.5,2_end
27.5,12,2M,white,23,23.28,19.03,4.34,1.4,2_end
27.5,12,2M,green,27,20.61,17.9,6,1.2,2_end
27.5,12,2M,green+white,24,23.81,15.3,4.91,1.1,2_end
27.5,12,2M,green+white,29,21.34,17.05,5.78,1.1,2_end
27.5,12,2M,green+white,30,17.29,12.49,5,1,2_end
27.5,12,2M,green+white,21,18.9,14.92,3.74,0.8,2_end
27.5,12,2M,green+white,26,16.82,13.4,5.1,0.8,2_end
27.5,12,2M,green+white,22,21.76,16.4,3.94,1,2_end
27.5,12,2M,green+white,28,20.59,14.82,5.95,0.9,2_end
27.5,12,2M,green+white,25,19.15,14.78,5.76,0.9,2_end
27.5,12,3C,blue,91,16.5,13.9,4.91,0.7,2_end
27.5,12,3M,red,,22.53,,,1.8,2_end
27.5,12,3M,red,,33.39,,,2,2_end
27.5,12,3M,red,,22.46,,,1.2,2_end
27.5,12,3M,red,,19.91,,,0.8,2_end
27.5,12,3M,red,,27.95,,,2.9,2_end
27.5,12,3M,red,,26.47,,,1.9,2_end
27.5,12,3M,red,,31.33,,,3.1,2_end
27.5,12,3M,red,,28.67,,,2.2,2_end
27.5,12,3M,red,,22.9,,,1.4,2_end
27.5,12,3M,red,,27.22,,,1.4,2_end
27.5,12,3M,red,,23.77,,,1.3,2_end
27.5,12,3M,red,,61.97,,,2.4,2_end
27.5,12,3M,red,,20.66,,,1,2_end
27.5,12,3M,red,,23.96,,,1.3,2_end
27.5,12,3M,red,,24,,,1.3,2_end
27.5,12,3M,red,,20.01,,,1.1,2_end
27.5,12,3M,red,,20.68,,,0.9,2_end
27.5,12,3M,red,,20.1,,,1,2_end
27.5,12,3C,blue,,23.46,,,1.3,2_end
27.5,12,3C,blue,,19.16,,,0.8,2_end
27.5,12,3C,blue,,24.36,,,1.1,2_end
27.5,12,3C,blue,,22.74,,,1.4,2_end
27.5,12,3C,blue,,23.45,,,1.5,2_end
27.5,12,3C,blue,,24.22,,,1.6,2_end
27.5,12,3C,blue,,24.3,,,1.2,2_end
27.5,12,3C,blue,,22.69,,,1.2,2_end
27.5,12,3C,blue,,23.27,,,1.5,2_end
27.5,12,3C,blue,,21.54,,,1,2_end
27.5,12,3C,blue,,15.7,,,0.7,2_end
27.5,12,3C,blue,,18.64,,,0.9,2_end
27.5,12,3C,blue,62,27.54,20.42,10.41,1.2,2_end
27.5,12,3C,blue,57,29.59,16.85,6.8,1.8,2_end
27.5,12,3C,blue,77,18.66,16.35,4.86,1,2_end
27.5,12,3C,blue,44,22.14,16.93,5.88,1.3,2_end
27.5,12,3C,blue,74,20.19,14.53,5.39,0.8,2_end
27.5,12,3C,blue,21,20.3,15.92,4.75,0.9,2_end
27.5,12,3C,blue,80,20.1,14.05,5.29,0.9,2_end
27.5,12,3C,blue,71,19.88,14.63,5.01,0.8,2_end
27.5,12,2M,green,,18.19,,,0.8,2_end
27.5,12,2M,green,,14.1,,,0.5,2_end
27.5,12,2M,green,,21.6,,,0.8,2_end
27.5,12,2M,green,,19.66,,,0.8,2_end
27.5,12,2M,green,,18.71,,,0.9,2_end
27.5,12,2M,green,,24.16,,,2,2_end
27.5,12,2M,green,,21.97,,,0.8,2_end
27.5,12,2M,green,,20.04,,,0.8,2_end
27.5,12,2M,green,,20.93,,,1,2_end
27.5,12,2M,green,,23.98,,,0.9,2_end
27.5,12,2M,green,,21.4,,,0.6,2_end
27.5,12,2M,green,,26.17,,,0.8,2_end
27.5,12,2M,green,,25.11,,,0.6,2_end
27.5,12,2M,green,,22.27,,,0.6,2_end
27.5,12,2M,green,,23.04,,,0.7,2_end
27.5,12,2M,green,,11.15,,,0.5,2_end
27.5,12,2M,green,,12.2,,,0.8,2_end
27.5,1,3M,red+white,19,17.03,14.74,7.59,0.8,2_end
27.5,1,3M,red+white,20,26.99,18.38,7.87,1.9,2_end
27.5,1,3M,red+white,15,24.24,16.87,8.19,1.5,2_end
27.5,1,3M,red+white,16,23.28,15.65,8.27,1.6,2_end
27.5,1,3M,red+white,14,28.48,20.32,9,2.1,2_end
27.5,1,3M,red+white,18,16.85,12.09,5.65,0.6,2_end
27.5,1,3M,red+white,14,20.24,13.11,7.81,1.1,2_end
27.5,1,3M,red+white,12,22.7,15.39,5.54,1.1,2_end
27.5,1,3M,red+white,?,23.23,16.41,8.67,1.5,2_end
27.5,1,3C,blue,42,24.18,15.04,7.14,1.4,2_end
27.5,1,3C,blue,56,23.42,14.35,8.91,1.2,2_end
27.5,1,3C,blue,49,28.79,18.23,9.11,2.9,2_end
27.5,1,3C,blue,63,26.78,19.97,7.92,2.1,2_end
27.5,1,3C,blue,35,25.51,16.74,6.66,1.4,2_end
27.5,1,3C,blue,36,20.51,15.99,5.96,1.2,2_end
27.5,1,3C,blue,72,19.84,16.52,5.86,1.1,2_end
27.5,1,3C,blue,87,18.07,15.39,5.13,0.8,2_end
27.5,1,3C,blue,94,16.99,13.53,3.93,0.6,2_end
27.5,1,3C,blue,?,25.25,15.05,4.54,1,2_end
27.5,1,2M,green+white,6,24.07,14.77,5.67,1,2_end
27.5,1,2M,green+white,90,15.18,15.21,4.13,0.5,2_end
27.5,14,2M,green+white,49,21.32,14.69,5.81,1.1,2_end
27.5,14,2M,green+white,41,20.43,14.53,4.51,0.8,2_end
27.5,14,2M,green+white,44,22.53,14.44,6.26,1.4,2_end
27.5,14,2M,green+white,50,25.31,16.79,5.52,1.1,2_end
27.5,14,2M,green+white,46,26.2,13.34,4.25,0.8,2_end
27.5,14,2M,green+white,42,16.14,15.5,4.22,0.6,2_end
27.5,14,2M,green+white,43,23.92,17.5,3.34,1.1,2_end
27.5,14,2M,green+white,45,15.52,15.19,3.87,0.5,2_end
27.5,14,2M,green+white,47,19.18,12.75,5.29,0.7,2_end
27.5,14,2M,green,,25.27,,,1.1,2_end
27.5,14,2M,green,,22.02,,,1.1,2_end
27.5,14,2M,green,,21.51,,,0.7,2_end
27.5,14,2M,green,,18.75,,,0.8,2_end
27.5,14,2M,green,,23.23,,,0.9,2_end
27.5,14,2M,green,,22.81,,,1.2,2_end
27.5,14,2M,green,,20.24,,,1,2_end
27.5,14,2M,green,,22.27,,,0.8,2_end
27.5,14,2M,green,,15.92,,,0.8,2_end
27.5,14,2M,green,,16.78,,,0.7,2_end
27.5,14,2M,green,,23.44,,,0.9,2_end
27.5,14,2M,green,,20.99,,,0.8,2_end
27.5,14,2M,green,,20.05,,,0.8,2_end
27.5,14,2M,green,,20.93,,,1.1,2_end
27.5,14,2M,green,,19.54,,,0.7,2_end
27.5,14,2M,green,,19.83,,,0.7,2_end
27.5,14,2M,green,,17.63,,,0.8,2_end
27.5,14,3C,blue,,20.79,,,0.7,2_end
27.5,14,3C,blue,,18.63,,,0.9,2_end
27.5,14,3C,blue,,20.8,,,1.2,2_end
27.5,14,3C,blue,,26.19,,,1.2,2_end
27.5,14,3C,blue,,20.32,,,1,2_end
27.5,14,3C,blue,,18.59,,,1.2,2_end
27.5,14,3C,blue,,23.31,,,1.2,2_end
27.5,14,3C,blue,,15.08,,,0.6,2_end
27.5,14,3C,blue,,23.81,,,1,2_end
27.5,14,3C,blue,,20.53,,,1.2,2_end
27.5,14,3C,blue,,21.48,,,1.2,2_end
27.5,14,3C,blue,,23.11,,,1,2_end
27.5,14,3C,blue,,17.79,,,0.9,2_end
27.5,14,3M,red,,25.08,,,1.2,2_end
27.5,14,3M,red,,27.01,,,1.1,2_end
27.5,14,3M,red,,23.72,,,1.4,2_end
27.5,14,3M,red,,29.63,,,1.8,2_end
27.5,14,3M,red,,24.68,,,1.6,2_end
27.5,14,3M,red,,24.33,,,1.2,2_end
27.5,14,3M,red,,24.05,,,1.7,2_end
27.5,14,3M,red,,20.93,,,1,2_end
27.5,14,3M,red,,23.35,,,1.1,2_end
27.5,14,3M,red,,20.98,,,1.3,2_end
27.5,14,3M,red,,21.63,,,0.9,2_end
27.5,14,3M,red,,20.5,,,0.8,2_end
27.5,14,3M,red,,21.52,,,1.1,2_end
27.5,14,3M,red,,22.77,,,1.2,2_end
27.5,14,3M,red,,19.08,,,0.8,2_end
27.5,14,3M,red,,20.33,,,0.7,2_end
27.5,14,3M,red,,23.3,,,1.2,2_end
27.5,14,3M,red,97,26.27,19.17,10.38,2.1,2_end
27.5,14,3M,red,26,24.61,11.69,5.8,0.9,2_end
27.5,14,3M,red,42,25.1,16.13,7.4,1.6,2_end
27.5,14,3M,red,95,26.59,16.51,8.65,1.8,2_end
27.5,14,3M,red,96,20.36,13.52,6.55,1,2_end
27.5,14,3M,red,93,27.05,20.34,4.67,1.7,2_end
27.5,14,3M,red,37,19.39,12.82,5.38,0.8,2_end
27.5,14,3M,red,27,19.69,9.95,5.83,0.7,2_end
27.5,14,3C,blue,53,28.95,19.55,7.07,2,2_end
27.5,14,3C,blue,32,22.1,15.84,7.31,1.4,2_end
27.5,14,3C,blue,34,27.64,17.09,7.81,1.6,2_end
27.5,14,3C,blue,68,20.86,14.57,5.33,0.9,2_end
27.5,14,3C,blue,45,22.8,16.31,5.01,1.1,2_end
27.5,14,3C,blue,59,23.72,16.54,6.67,1.4,2_end
27.5,14,3C,blue,90,16.28,13.86,4.21,0.6,2_end
27.5,14,3C,blue,56,22.24,16.03,6.56,1.3,2_end
27.5,14,3C,blue,38,19.81,18.54,6.51,0.7,2_end
27.5,14,3C,blue,?,19.49,13.72,5.19,0.8,2_end
27.5,12,3C,blue,,23.24,,,1.7,2_end
27.5,12,2M,green,,26.31,,,1.4,2_end
27.5,14,3C,blue,,22.22,,,1.2,2_end
