Treatment,Tank,Ploidy,Tag colour,Tag num,Shell Height,Shell length,Shell width,Mass,Time 
7.5,16,3M,red,62,21.8,14.44,6.06,0.9,1_start
7.5,16,3M,red,91,20.64,14.31,7.02,0.7,1_start
7.5,16,3M,red,,20.64,,,1.6,1_start
7.5,16,3M,red,,27.95,,,1.6,1_start
7.5,16,3M,red,,26.64,,,1.3,1_start
7.5,16,3M,red,,24.35,,,1,1_start
7.5,16,3M,red,,20.98,,,2.1,1_start
7.5,16,3M,red,,29.71,,,1.5,1_start
7.5,16,3M,red,,40.81,,,1.1,1_start
7.5,16,3M,red,,24.57,,,1.4,1_start
7.5,16,3M,red,,19.8,,,0.8,1_start
7.5,16,3M,red,,30.63,,,1.9,1_start
7.5,16,3M,red,,35.23,,,2.5,1_start
7.5,16,3M,red,,26.85,,,1.4,1_start
7.5,16,3M,red,,26.24,,,1.3,1_start
7.5,16,3M,red,,26.47,,,1.4,1_start
7.5,16,3M,red,,32.1,,,2.1,1_start
7.5,16,3M,red,,26.83,,,1.9,1_start
7.5,16,3M,red,,28.9,,,2.7,1_start
7.5,16,3M,red,,26.37,,,1.2,1_start
7.5,16,3M,red,,22.03,,,0.9,1_start
7.5,16,3C,white,58,20.88,10.09,5.82,1.1,1_start
7.5,16,3C,white,29,19.41,11.63,5.14,0.8,1_start
7.5,16,3C,white,35,22.15,15.42,5.48,0.9,1_start
7.5,16,3C,white,38,16.11,13.59,4.22,0.7,1_start
7.5,16,3C,white,28,21.66,14.76,6.49,0.8,1_start
7.5,16,3C,white,30,23.48,15.86,6.62,0.9,1_start
7.5,16,3C,white,32,20.4,12.99,3.67,0.8,1_start
7.5,16,3C,white,45,18.26,13.72,4.49,0.6,1_start
7.5,16,3C,white,27,27.39,13.99,10.46,1.3,1_start
7.5,16,3C,white,56,20.11,17.51,6.93,1,1_start
7.5,16,3C,white,,22.27,,,0.9,1_start
7.5,16,3C,white,,21.06,,,0.5,1_start
7.5,16,3C,white,,22.38,,,0.9,1_start
7.5,16,3C,white,,25.17,,,1.4,1_start
7.5,16,3C,white,,18.42,,,0.7,1_start
7.5,16,3C,white,,20.96,,,0.9,1_start
7.5,16,3C,white,,25.13,,,1.5,1_start
7.5,16,3C,white,,19.21,,,0.7,1_start
7.5,16,3C,white,,21.81,,,1.1,1_start
7.5,16,3C,white,,23.26,,,1.4,1_start
7.5,16,3C,white,,14.73,,,0.6,1_start
7.5,16,3C,white,,25.41,,,1.3,1_start
7.5,16,3C,white,,17.03,,,0.8,1_start
7.5,16,3C,white,,15.96,,,0.6,1_start
7.5,16,3C,white,,15.86,,,0.7,1_start
7.5,16,3C,white,,21.68,,,0.7,1_start
7.5,16,3C,white,,30.44,,,1.9,1_start
7.5,16,3C,white,,20.62,,,0.9,1_start
7.5,16,3C,white,,18.01,,,0.7,1_start
7.5,16,3C,white,,19.54,,,0.9,1_start
7.5,16,2M,green,44,20.24,15.61,3.74,0.8,1_start
7.5,16,2M,green,49,19.1,14.28,4.23,0.6,1_start
7.5,16,2M,green,99,23.12,17.47,6.75,1.4,1_start
7.5,16,2M,green,30,18.5,16.2,3.95,0.7,1_start
7.5,16,2M,green,73,18.15,14.06,4.56,0.7,1_start
7.5,16,2M,green,56,18.67,14.07,4.25,0.7,1_start
7.5,16,2M,green,47,19.39,16.22,3.67,0.6,1_start
7.5,16,2M,green,59,23.55,12.56,6.02,0.9,1_start
7.5,16,2M,green,37,21.27,15.44,6.52,1,1_start
7.5,16,2M,green,74,19.46,13.87,4.52,0.6,1_start
7.5,16,2M,green,75,20.75,,,0.9,1_start
7.5,16,2M,green,,18.62,,,0.6,1_start
7.5,16,2M,green,,19.06,,,0.5,1_start
7.5,16,2M,green,,18.34,,,0.9,1_start
7.5,16,2M,green,,22.52,,,1,1_start
7.5,16,2M,green,,17.68,,,0.6,1_start
7.5,16,2M,green,,20.41,,,0.6,1_start
7.5,16,2M,green,,18.02,,,0.7,1_start
7.5,16,2M,green,,18.69,,,0.7,1_start
7.5,16,2M,green,,15.19,,,0.4,1_start
7.5,16,2M,green,,20.99,,,0.9,1_start
7.5,16,2M,green,,16.81,,,0.4,1_start
7.5,16,2M,green,,15.25,,,0.4,1_start
7.5,16,2M,green,,12.47,,,0.2,1_start
7.5,16,2M,green,,19.08,,,0.7,1_start
7.5,16,2M,green,,17.88,,,0.5,1_start
7.5,16,2M,green,,17.97,,,0.6,1_start
7.5,16,2M,green,,18.29,,,0.5,1_start
7.5,16,2M,green,,20.97,,,0.9,1_start
7.5,16,2M,green,,18.39,,,0.6,1_start
17.5,7,3C,white,59,26.02,18.42,8.03,1.8,1_start
17.5,7,3C,white,60,25.62,14.42,4.35,1.3,1_start
17.5,7,3C,white,61,24.39,22.6,6.72,2.2,1_start
17.5,7,3C,white,62,21.06,11.02,8.29,1.1,1_start
17.5,7,3C,white,63,19.44,13.79,7.34,0.8,1_start
17.5,7,3C,white,64,21.11,16.19,4.92,1.1,1_start
17.5,7,3C,white,65,20.39,13.08,4.86,0.8,1_start
17.5,7,3C,white,66,19.64,14.05,5.94,0.7,1_start
17.5,7,3C,white,67,18.61,17.24,5.86,0.9,1_start
17.5,7,3C,white,68,23.09,16.11,5.02,1,1_start
17.5,7,3C,green,,33.76,,,2.3,1_start
17.5,7,3C,green,,22.59,,,1,1_start
17.5,7,3C,green,,27.99,,,2.6,1_start
17.5,7,3C,green,,27.19,,,1.3,1_start
17.5,7,3C,green,,25.38,,,1.8,1_start
17.5,7,3C,green,,23.42,,,1.2,1_start
17.5,7,3C,green,,26.04,,,1.2,1_start
17.5,7,3C,green,,20.06,,,0.9,1_start
17.5,7,3C,green,,25.09,,,1.3,1_start
17.5,7,3C,green,,17.74,,,0.9,1_start
17.5,7,3C,green,,21.33,,,0.9,1_start
17.5,7,3C,green,,18.83,,,0.9,1_start
17.5,7,3C,green,,22.77,,,1.1,1_start
17.5,7,3C,green,,24.12,,,1.3,1_start
17.5,7,3C,green,,22.07,,,1,1_start
17.5,7,3C,green,,19.68,,,0.8,1_start
17.5,7,3C,green,,28.98,,,2,1_start
17.5,7,3C,green,,20.57,,,0.7,1_start
17.5,7,3C,green,,23.26,,,1.2,1_start
17.5,7,3M,white bee red polish,69,24.49,15.69,7.87,1.4,1_start
17.5,7,3M,white bee red polish,70,23.23,15.02,8.65,1.2,1_start
17.5,7,3M,white bee red polish,71,23.48,13.7,7.77,1.1,1_start
17.5,7,3M,white bee red polish,72,24.18,13.11,10.1,1.3,1_start
17.5,7,3M,white bee red polish,73,16.71,14.75,6.49,0.8,1_start
17.5,7,3M,white bee red polish,74,21.31,16.34,6.69,1.1,1_start
17.5,7,3M,white bee red polish,75,21.11,15.34,9.76,1.5,1_start
17.5,7,3M,white bee red polish,76,26.87,15.65,10.74,1.7,1_start
17.5,7,3M,white bee red polish,77,18.08,18.19,6.39,1,1_start
17.5,7,3M,white bee red polish,78,28.5,17.98,6.51,1.5,1_start
17.5,7,3M,red,,25.37,,,2.2,1_start
17.5,7,3M,red,,23.96,,,1,1_start
17.5,7,3M,red,,37.53,,,3.8,1_start
17.5,7,3M,red,,22.5,,,1,1_start
17.5,7,3M,red,,20.87,,,1,1_start
17.5,7,3M,red,,24.27,,,1.5,1_start
17.5,7,3M,red,,29.37,,,2.1,1_start
17.5,7,3M,red,,19.39,,,1,1_start
17.5,7,3M,red,,28.59,,,1.4,1_start
17.5,7,3M,red,,18.29,,,0.8,1_start
17.5,7,3M,red,,27.72,,,1.8,1_start
17.5,7,3M,red,,21.79,,,1.1,1_start
17.5,7,3M,red,,29.69,,,2.9,1_start
17.5,7,3M,red,,23.11,,,0.9,1_start
17.5,7,3M,red,,24.57,,,1.4,1_start
17.5,7,3M,red,,30.84,,,2.4,1_start
17.5,7,3M,red,,20.87,,,0.9,1_start
17.5,7,3M,red,,30.1,,,2.2,1_start
17.5,7,3M,red,,26.67,,,1.9,1_start
17.5,7,3M,red,,23.82,,,1.3,1_start
17.5,7,2M,white tag blue print,79,17.66,16.03,5.09,0.9,1_start
17.5,7,2M,white tag blue print,80,20.54,11.23,5.63,0.7,1_start
17.5,7,2M,white tag blue print,81,17.94,15.17,5.22,0.9,1_start
17.5,7,2M,white tag blue print,82,16.04,12.24,3.23,0.4,1_start
17.5,7,2M,white tag blue print,84,17.54,14.76,4.16,0.7,1_start
17.5,7,2M,white tag blue print,85,17.57,14.3,2.9,0.6,1_start
17.5,7,2M,white tag blue print,86,18.26,14.28,3.99,0.8,1_start
17.5,7,2M,white tag blue print,87,14.72,10.93,3.17,0.4,1_start
17.5,7,2M,white tag blue print,88,17.77,16.16,6.85,1.1,1_start
17.5,7,2M,white tag blue print,89,17.22,15.3,4.56,0.7,1_start
17.5,7,2M,blue,,22.52,,,0.9,1_start
17.5,7,2M,blue,,21.03,,,0.8,1_start
17.5,7,2M,blue,,23.59,,,0.9,1_start
17.5,7,2M,blue,,21.93,,,1.1,1_start
17.5,7,2M,blue,,17.35,,,0.5,1_start
17.5,7,2M,blue,,19.37,,,0.7,1_start
17.5,7,2M,blue,,24.8,,,1.5,1_start
17.5,7,2M,blue,,20.82,,,0.8,1_start
17.5,7,2M,blue,,18.12,,,0.6,1_start
17.5,7,2M,blue,,19.69,,,0.8,1_start
17.5,7,2M,blue,,20.55,,,0.7,1_start
17.5,7,2M,blue,,22.11,,,0.8,1_start
17.5,7,2M,blue,,15.57,,,0.5,1_start
17.5,7,2M,blue,,21.33,,,0.9,1_start
17.5,7,2M,blue,,23.4,,,1.4,1_start
17.5,7,2M,blue,,21.87,,,0.8,1_start
17.5,7,2M,blue,,17.66,,,0.6,1_start
17.5,7,2M,blue,,20.45,,,0.8,1_start
17.5,7,2M,blue,,18.57,,,0.7,1_start
17.5,7,2M,blue,,16.37,,,0.7,1_start
17.5,2,3M,white tag red paint,90,17.67,13.96,5.96,0.9,1_start
17.5,2,3M,white tag red paint,91,22.08,14.17,6.06,1,1_start
17.5,2,3M,white tag red paint,92,18.59,18.85,6.12,1.1,1_start
17.5,2,3M,white tag red paint,93,26.3,16.34,5.56,1.3,1_start
17.5,2,3M,white tag red paint,94,18.4,14,6.94,0.6,1_start
17.5,2,3M,white tag red paint,95,26.72,13,8.49,1.3,1_start
17.5,2,3M,white tag red paint,96,23.48,12.75,8.31,1.1,1_start
17.5,2,3M,white tag red paint,97,22.24,13.03,4.28,0.9,1_start
17.5,2,3M,white tag red paint,99,21.27,13.89,6.7,1,1_start
17.5,2,3M,white tag red paint,100,22.35,16.68,6.97,1.1,1_start
17.5,2,3M,red,,30.12,,,2,1_start
17.5,2,3M,red,,27.92,,,1.3,1_start
17.5,2,3M,red,,22.62,,,1.2,1_start
17.5,2,3M,red,,28.69,,,1.5,1_start
17.5,2,3M,red,,29.63,,,2.3,1_start
17.5,2,3M,red,,22.18,,,1.6,1_start
17.5,2,3M,red,,26.2,,,2.1,1_start
17.5,2,3M,red,,20.88,,,0.9,1_start
17.5,2,3M,red,,23.87,,,1.6,1_start
17.5,2,3M,red,,22.71,,,1,1_start
17.5,2,3M,red,,23.37,,,1.8,1_start
17.5,2,3M,red,,29.67,,,1.6,1_start
17.5,2,3M,red,,25.22,,,1.5,1_start
17.5,2,3M,red,,28.46,,,2,1_start
17.5,2,3M,red,,20.57,,,1,1_start
17.5,2,3M,red,,28.31,,,1.9,1_start
17.5,2,3M,red,,24.38,,,1.2,1_start
17.5,2,3M,red,,24.95,,,1.3,1_start
17.5,2,3M,red,,22.16,,,1.2,1_start
17.5,2,3M,red,,23.83,,,1.7,1_start
17.5,2,3C,yellow tag blue paint,1,15.55,15.4,3.67,0.7,1_start
17.5,2,3C,yellow tag blue paint,2,22.42,15.99,4.92,0.9,1_start
17.5,2,3C,yellow tag blue paint,3,3.8,14.89,5.47,1.3,1_start
17.5,2,3C,yellow tag blue paint,4,19.68,15.35,3.81,0.9,1_start
17.5,2,3C,yellow tag blue paint,5,27.59,15.65,6.56,1.2,1_start
17.5,2,3C,yellow tag blue paint,6,20.29,15.36,4.66,1.1,1_start
17.5,2,3C,yellow tag blue paint,7,18.95,16.43,6.82,0.9,1_start
17.5,2,3C,yellow tag blue paint,8,19.9,14.18,5.48,0.9,1_start
17.5,2,3C,yellow tag blue paint,9,19.92,14.26,4.94,0.9,1_start
17.5,2,3C,yellow tag blue paint,10,18.82,15.52,6.5,1,1_start
17.5,2,3C,blue,,22.32,,,1,1_start
17.5,2,3C,blue,,26.06,,,1,1_start
17.5,2,3C,blue,,18.93,,,0.8,1_start
17.5,2,3C,blue,,13.36,,,0.4,1_start
17.5,2,3C,blue,,21.57,,,0.9,1_start
17.5,2,3C,blue,,26.75,,,0.9,1_start
17.5,2,3C,blue,,31.71,,,2.7,1_start
17.5,2,3C,blue,,26.4,,,1.5,1_start
17.5,2,3C,blue,,28.64,,,1.6,1_start
17.5,2,3C,blue,,24.84,,,1.2,1_start
17.5,2,3C,blue,,22.35,,,1,1_start
17.5,2,3C,blue,,26.2,,,1.5,1_start
17.5,2,3C,blue,,20.28,,,1.1,1_start
17.5,2,3C,blue,,16.47,,,0.7,1_start
17.5,2,3C,blue,,18.97,,,0.7,1_start
17.5,2,3C,blue,,23.28,,,0.9,1_start
17.5,2,3C,blue,,22.96,,,1,1_start
17.5,2,2M,green,90,21.68,13.9,4.21,0.9,1_start
17.5,2,2M,green,91,26.78,13.38,5.05,0.6,1_start
17.5,2,2M,green,92,18.97,15.72,5.91,0.8,1_start
17.5,2,2M,green,93,19.54,13.47,5.54,0.8,1_start
17.5,2,2M,green,94,18.88,14.23,3.69,0.8,1_start
17.5,2,2M,green,95,25.57,16.92,6,1.2,1_start
17.5,2,2M,green,96,18.16,15.44,4.59,0.8,1_start
17.5,2,2M,green,97,16.41,13.9,4.28,0.5,1_start
17.5,2,2M,green,98,18.44,16.97,4.88,0.8,1_start
17.5,2,2M,green,99,14.66,13.32,3.83,0.5,1_start
17.5,2,2M,green,100,22.72,,,1,1_start
17.5,2,2M,green,,19.69,,,0.8,1_start
17.5,2,2M,green,,16.85,,,0.5,1_start
17.5,2,2M,green,,24.67,,,1,1_start
17.5,2,2M,green,,19.49,,,0.9,1_start
17.5,2,2M,green,,18.59,,,0.7,1_start
17.5,2,2M,green,,18.96,,,0.8,1_start
17.5,2,2M,green,,19.4,,,0.8,1_start
17.5,2,2M,green,,16.48,,,0.5,1_start
17.5,2,2M,green,,21.35,,,0.9,1_start
17.5,2,2M,green,,18.31,,,0.9,1_start
17.5,2,2M,green,,19.81,,,1,1_start
17.5,2,2M,green,,21.56,,,0.9,1_start
17.5,2,2M,green,,19.52,,,0.7,1_start
17.5,2,2M,green,,18.97,,,0.5,1_start
17.5,2,2M,green,,20.57,,,0.8,1_start
17.5,2,2M,green,,16.96,,,0.5,1_start
17.5,2,2M,green,,14.4,,,0.6,1_start
17.5,2,2M,green,,18.42,,,0.7,1_start
17.5,2,2M,green,,21.28,,,0.8,1_start
17.5,13,3M,yellow tag red pain,11,26.17,17.18,12.04,1.8,1_start
17.5,13,3M,yellow tag red pain,12,33.11,19.02,12.47,3,1_start
17.5,13,3M,yellow tag red pain,13,24.77,15.24,9.7,1.6,1_start
17.5,13,3M,yellow tag red pain,14,22.5,15.21,6.43,1.3,1_start
17.5,13,3M,yellow tag red pain,15,25.69,15.31,8.25,1.3,1_start
17.5,13,3M,yellow tag red pain,17,30.81,18.47,11.49,2.4,1_start
17.5,13,3M,yellow tag red pain,18,21.18,15.04,6,2.2,1_start
17.5,13,3M,yellow tag red pain,19,21.97,13.84,6.22,0.8,1_start
17.5,13,3M,yellow tag red pain,20,23.17,14.33,7.25,1.1,1_start
17.5,13,3M,yellow tag red pain,21,26.59,14.95,9.03,1.4,1_start
17.5,13,3M,red,,29.43,,,2.4,1_start
17.5,13,3M,red,,20.31,,,1,1_start
17.5,13,3M,red,,17.34,,,0.8,1_start
17.5,13,3M,red,,24.77,,,1.1,1_start
17.5,13,3M,red,,21.55,,,0.8,1_start
17.5,13,3M,red,,22.37,,,1,1_start
17.5,13,3M,red,,24.14,,,0.8,1_start
17.5,13,3M,Red,,20.6,,,0.6,1_start
17.5,13,3M,Red,,21.45,,,1.2,1_start
17.5,13,3M,Red,,28.29,,,1.7,1_start
17.5,13,3M,Red,,25.66,,,1.2,1_start
17.5,13,3M,Red,,29.46,,,1.8,1_start
17.5,13,3M,Red,,27.73,,,1.5,1_start
17.5,13,3M,Red,,22.23,,,1,1_start
17.5,13,3M,Red,,18.49,,,1,1_start
17.5,13,3M,Red,,24.88,,,1,1_start
17.5,13,3M,Red,,31.77,,,2.3,1_start
17.5,13,3M,Red,,18.86,,,1.1,1_start
17.5,13,3M,Red,,18.1,,,0.6,1_start
17.5,13,3M,Red,,31.96,,,3.1,1_start
17.5,13,3C,yellow blue paint,22,34.56,21.15,8.17,2.3,1_start
17.5,13,3C,yellow blue paint,23,22.86,17.13,5.56,1.2,1_start
17.5,13,3C,yellow blue paint,24,16.1,12.01,4.04,0.4,1_start
17.5,13,3C,yellow blue paint,25,24.71,14.91,5.02,1,1_start
17.5,13,3C,yellow blue paint,26,20.35,14.04,7.19,0.8,1_start
17.5,13,3C,yellow blue paint,27,19.56,11,4.97,0.5,1_start
17.5,13,3C,yellow blue paint,28,17.97,13.3,3.51,0.6,1_start
17.5,13,3C,yellow blue paint,29,22.91,15.13,8.54,1.1,1_start
17.5,13,3C,yellow blue paint,30,20.48,13.85,5.42,0.7,1_start
17.5,13,3C,yellow blue paint,31,24.41,14.32,4.71,0.9,1_start
17.5,13,3C,blue,,26.88,,,1.4,1_start
17.5,13,3C,blue,,24.31,,,1.4,1_start
17.5,13,3C,blue,,19.36,,,1.6,1_start
17.5,13,3C,blue,,23.12,,,0.7,1_start
17.5,13,3C,blue,,22.25,,,1,1_start
17.5,13,3C,blue,,25.19,,,1.3,1_start
17.5,13,3C,blue,,23.6,,,1.2,1_start
17.5,13,3C,blue,,20.07,,,1.2,1_start
17.5,13,3C,blue,,21.99,,,1.2,1_start
17.5,13,3C,blue,,27.26,,,1.6,1_start
17.5,13,3C,blue,,29.63,,,2.6,1_start
17.5,13,3C,blue,,32.85,,,2.1,1_start
17.5,13,3C,blue,,25.31,,,1.3,1_start
17.5,13,3C,blue,,27.41,,,2.2,1_start
17.5,13,3C,blue,,21.66,,,1.3,1_start
17.5,13,3C,blue,,18.32,,,0.7,1_start
17.5,13,3C,blue,,24.77,,,1.4,1_start
17.5,13,3C,blue,,24.69,,,1.3,1_start
17.5,13,3C,blue,,20.53,,,1.6,1_start
17.5,13,3C,blue,,26.2,,,1.5,1_start
17.5,13,2M,,32,16.87,14.83,4.08,0.6,1_start
17.5,13,2M,,33,19.97,17.58,5.69,1,1_start
17.5,13,2M,yellow tag green paint,34,17.44,14.66,3.8,0.6,1_start
17.5,13,2M,yellow tag green paint,35,22.43,17.96,5.38,1.2,1_start
17.5,13,2M,yellow tag green paint,36,15.57,14.5,3.79,0.6,1_start
17.5,13,2M,yellow tag green paint,37,19.48,12.68,3.79,0.7,1_start
17.5,13,2M,yellow tag green paint,38,25.54,11.74,6.94,1.1,1_start
17.5,13,2M,yellow tag green paint,39,21.74,15.82,6.58,1,1_start
17.5,13,2M,yellow tag green paint,40,21.67,13.01,4.43,0.7,1_start
17.5,13,2M,yellow tag green paint,41,23.73,14.92,5.93,1,1_start
17.5,13,2M,green paint,,15.91,,,0.6,1_start
17.5,13,2M,green paint,,17.5,,,0.5,1_start
17.5,13,2M,green paint,,24.43,,,0.9,1_start
17.5,13,2M,green paint,,24.04,,,1.3,1_start
17.5,13,2M,green paint,,18.93,,,0.7,1_start
17.5,13,2M,green paint,,22.03,,,1,1_start
17.5,13,2M,green paint,,19.77,,,0.6,1_start
17.5,13,2M,green paint,,23.52,,,1.2,1_start
17.5,13,2M,green paint,,18.89,,,0.7,1_start
17.5,13,2M,green paint,,20.42,,,0.7,1_start
17.5,13,2M,green paint,,19.03,,,0.9,1_start
17.5,13,2M,green,,19.43,,,0.8,1_start
17.5,13,2M,green,,26.55,,,1.3,1_start
17.5,13,2M,green,,22.09,,,1.3,1_start
17.5,13,2M,green,,19.62,,,1,1_start
17.5,13,2M,green,,18.5,,,0.6,1_start
17.5,13,2M,green,,20.77,,,0.8,1_start
17.5,13,2M,green,,18.08,,,0.5,1_start
17.5,13,2M,green,,16.36,,,0.5,1_start
17.5,13,2M,green,,18.34,,,0.7,1_start
22.5,4,3C,Blue + yellow,1,14.35,14.63,3.77,0.5,1_start
22.5,4,3C,Blue + yellow,2,20.19,17.71,4.91,1.1,1_start
22.5,4,3C,Blue + yellow,3,22.3,12.01,6.47,0.9,1_start
22.5,4,3C,Blue + yellow,4,23.2,15.43,5.54,1.2,1_start
22.5,4,3C,Blue + yellow,5,22.95,16.37,4.05,1.2,1_start
22.5,4,3C,Blue + yellow,6,18.28,14.6,4,0.7,1_start
22.5,4,3C,Blue + yellow,7,23.04,16.31,4.64,1.1,1_start
22.5,4,3C,Blue + yellow,8,17.99,14.28,5.19,0.7,1_start
22.5,4,3C,Blue + yellow,9,26.77,18.13,6.32,1.8,1_start
22.5,4,3C,Blue + yellow,11,15.67,10.01,3.47,0.4,1_start
22.5,4,3M,red + yellow,84,30.05,17.07,11.71,2.5,1_start
22.5,4,3M,red + yellow,85,24.54,14.07,10.28,1.4,1_start
22.5,4,3M,red + yellow,87,21.4,14.74,5.34,0.9,1_start
22.5,4,3M,red + yellow,88,35.54,21.12,12.02,3.6,1_start
22.5,4,3M,red + yellow,89,25.86,13.69,10.04,1.8,1_start
22.5,4,3M,red + yellow,90,20.21,12.79,7.3,0.8,1_start
22.5,4,3M,red + yellow,91,22.08,16.9,8.79,1.5,1_start
22.5,4,3M,red + yellow,92,23.89,12.54,7.94,1,1_start
22.5,4,3M,red + yellow,93,22.36,14.8,7.04,1.1,1_start
22.5,4,3M,red + yellow,94,20.87,11.32,7.18,0.8,1_start
22.5,4,2M,green,,17.72,,,0.6,1_start
22.5,4,2M,green,,17.15,,,0.5,1_start
22.5,4,2M,green,,22.61,,,1.2,1_start
22.5,4,2M,green,,18.71,,,0.8,1_start
22.5,4,2M,green,,19.79,,,0.7,1_start
22.5,4,2M,green,,21.47,,,0.8,1_start
22.5,4,2M,green,,22.93,,,0.7,1_start
22.5,4,2M,green,,14.97,,,0.7,1_start
22.5,4,2M,green,,17.51,,,0.7,1_start
22.5,4,2M,green,,21.35,,,0.8,1_start
22.5,4,2M,green,,19.18,,,0.8,1_start
22.5,4,2M,green,,21.44,,,1,1_start
22.5,4,2M,green,,20.55,,,0.9,1_start
22.5,4,2M,green,,25.76,,,1.7,1_start
22.5,4,2M,green,,18.39,,,0.6,1_start
22.5,4,2M,green,,20.66,,,0.9,1_start
22.5,4,2M,green,,25.32,,,1.1,1_start
22.5,4,2M,green,,23.48,,,1,1_start
22.5,4,2M,green,,20.42,,,1.2,1_start
22.5,4,2M,green,,18.28,,,0.7,1_start
22.5,4,3M,red,,25.73,,,1.2,1_start
22.5,4,3M,red,,26.44,,,2,1_start
22.5,4,3M,red,,26.55,,,1.7,1_start
22.5,4,3M,red,,23.39,,,1.3,1_start
22.5,4,3M,red,,27.93,,,1.8,1_start
22.5,4,3M,red,,30.55,,,2.4,1_start
22.5,4,3M,red,,22.05,,,0.9,1_start
22.5,4,3M,red,,25.32,,,1,1_start
22.5,4,3M,red,,28.58,,,1.6,1_start
22.5,4,3M,red,,17.62,,,0.8,1_start
22.5,4,3M,red,,33.73,,,3.2,1_start
22.5,4,3M,red,,24.48,,,1.5,1_start
22.5,4,3M,red,,19.36,,,0.8,1_start
22.5,4,3M,red,,21.75,,,1.1,1_start
22.5,4,3M,red,,27.28,,,1.5,1_start
22.5,4,3M,red,,26.61,,,1.6,1_start
22.5,4,3M,red,,37.89,,,3.3,1_start
22.5,4,3M,red,,34.06,,,1.6,1_start
22.5,4,3M,red,,21.71,,,1.2,1_start
22.5,4,3C,color? - sheet 43 BLUE I HOPE,,18.19,,,0.8,1_start
22.5,4,3C,,,27.37,,,1.3,1_start
22.5,4,3C,,,19.49,,,1.1,1_start
22.5,4,3C,,,27.58,,,1.9,1_start
22.5,4,3C,,,19.8,,,0.7,1_start
22.5,4,3C,,,21.16,,,0.9,1_start
22.5,4,3C,,,23.06,,,1.5,1_start
22.5,4,3C,,,23.45,,,1.5,1_start
22.5,4,3C,,,26.55,,,1.3,1_start
22.5,4,3C,,,33.24,,,2.2,1_start
22.5,4,3C,,,25.26,,,1.2,1_start
22.5,4,3C,,,19.28,,,0.9,1_start
22.5,4,3C,,,29.25,,,1.9,1_start
22.5,4,3C,,,28.03,,,1.6,1_start
22.5,4,3C,,,23.6,,,1.4,1_start
22.5,4,3C,,,28.96,,,2.1,1_start
22.5,4,3C,,,23.47,,,1,1_start
22.5,4,3C,,,29.13,,,1.8,1_start
22.5,4,3C,,,24.48,,,1.1,1_start
22.5,4,3C,,,27.78,,,3.2,1_start
22.5,4,2M,yellow green,74,21.69,16.18,5.52,1,1_start
22.5,4,2M,yellow green,75,23.22,14.15,2.88,0.8,1_start
22.5,4,2M,yellow green,76,15.24,13.19,3.93,0.5,1_start
22.5,4,2M,yellow green,77,17.94,13.79,5.66,0.6,1_start
22.5,4,2M,yellow green,78,15.86,14.22,4.49,0.7,1_start
22.5,4,2M,yellow green,79,19.61,15.33,3.41,0.7,1_start
22.5,4,2M,yellow green,80,22.73,16.63,6.52,1.3,1_start
22.5,4,2M,yellow green,81,18.77,13.85,3.47,0.6,1_start
22.5,4,2M,yellow green,82,22.37,13.33,4.66,0.6,1_start
22.5,4,2M,yellow green,83,18.76,15.88,4.31,0.6,1_start
22.5,6,3M,red,,36.15,,,3.8,1_start
22.5,6,3M,red,,25.61,,,1.6,1_start
22.5,6,3M,red,,25.58,,,1.7,1_start
22.5,6,3M,red,,27.5,,,1.7,1_start
22.5,6,3M,red,,26.96,,,1.8,1_start
22.5,6,3M,red,,24.39,,,1.1,1_start
22.5,6,3M,red,,21.2,,,1.3,1_start
22.5,6,3M,red,,22.66,,,1.3,1_start
22.5,6,3M,red,,22.22,,,1.1,1_start
22.5,6,3M,red,,24.38,,,1.1,1_start
22.5,6,3M,red,,25.52,,,1.6,1_start
22.5,6,3M,red,,25.14,,,1.2,1_start
22.5,6,3M,red,,23.5,,,1.2,1_start
22.5,6,3M,red,,22.88,,,1.3,1_start
22.5,6,3M,red,,23.24,,,1,1_start
22.5,6,3M,red,,26.66,,,1.5,1_start
22.5,6,3M,red,,24.92,,,1.8,1_start
22.5,6,3M,red,,22.47,,,1.1,1_start
22.5,6,3M,red,,29.92,,,1.6,1_start
22.5,6,2M,green,,21.05,,,1.1,1_start
22.5,6,2M,green,,24.32,,,1.1,1_start
22.5,6,2M,green,,18.59,,,0.6,1_start
22.5,6,2M,green,,30.35,,,1.9,1_start
22.5,6,2M,green,,23.99,,,0.9,1_start
22.5,6,2M,green,,17.32,,,0.5,1_start
22.5,6,2M,green,,24.76,,,1.7,1_start
22.5,6,2M,green,,19.87,,,0.7,1_start
22.5,6,2M,green,,18.4,,,0.6,1_start
22.5,6,2M,green,,19.54,,,0.8,1_start
22.5,6,2M,green,,27.9,,,1.7,1_start
22.5,6,2M,green,,15.71,,,0.4,1_start
22.5,6,2M,green,,26.03,,,1.6,1_start
22.5,6,2M,green,,22.12,,,0.9,1_start
22.5,6,2M,green,,17.83,,,0.5,1_start
22.5,6,2M,green,,22.61,,,1,1_start
22.5,6,2M,green,,20.74,,,0.7,1_start
22.5,6,2M,green,,19.19,,,0.7,1_start
22.5,6,2M,green,,20.57,,,0.9,1_start
22.5,6,2M,green,,20.35,,,1,1_start
22.5,6,3C,blue,,20.03,,,0.6,1_start
22.5,6,3C,blue,,30,,,3.1,1_start
22.5,6,3C,blue,,28.7,,,1.9,1_start
