Tank,Treatment,Ploidy,Tag colour,Tag num,Shell Height,Mass,Time
11,80,3M,Red,,54.52,10.3,1_start
11,80,3M,Red,,34.83,5.2,1_start
11,80,3M,Red,,49.77,5.9,1_start
11,80,3M,Red,,55.39,11.3,1_start
11,80,3M,Red,,44.23,6.6,1_start
11,80,3M,Red,,57.77,13.2,1_start
11,80,3M,Red,,59.06,9.7,1_start
11,80,3M,Red,,41.66,7.5,1_start
11,80,3M,Red,,48.31,7.7,1_start
11,80,3M,Red,,56.17,11.4,1_start
11,80,3M,Red,,55.76,13.6,1_start
11,80,3M,Red,,53.6,6.8,1_start
11,80,3M,Red,,53.96,11,1_start
11,80,3M,Red,,39.86,5.6,1_start
11,80,3M,Red,,39.86,4.1,1_start
11,80,3M,Red,,40.71,6.7,1_start
11,80,3M,Red,,51.45,6.2,1_start
11,80,3M,Red,,39.87,5,1_start
11,80,3M,Red,,38.54,4.1,1_start
11,80,3M,Red,,31.29,3.6,1_start
11,80,3M,Red (white tag),51,49.43,6,1_start
11,80,3M,Red (white tag),52,66.87,18.5,1_start
11,80,3M,Red (white tag),53,57.84,11.6,1_start
11,80,3M,Red (white tag),54,37.52,5.1,1_start
11,80,3M,Red (white tag),55,54.24,8.7,1_start
11,80,3M,Red (white tag),56,55.36,9.5,1_start
11,80,3M,Red (white tag),57,45.01,6.5,1_start
11,80,3M,Red (white tag),58,51.14,8.9,1_start
11,80,3M,Red (white tag),59,45.03,6.8,1_start
11,80,3M,Red (white tag),60,58.5,14,1_start
11,80,3C,Blue,,21.79,1.3,1_start
11,80,3C,Blue,,41.8,5.6,1_start
11,80,3C,Blue,,31.54,2.6,1_start
11,80,3C,Blue,,25.53,2.4,1_start
11,80,3C,Blue,,35.62,2.6,1_start
11,80,3C,Blue,,33.04,2.2,1_start
11,80,3C,Blue,,30.5,2.1,1_start
11,80,3C,Blue,,33.58,3.5,1_start
11,80,3C,Blue,,33.38,3.6,1_start
11,80,3C,Blue,,40.07,5.2,1_start
11,80,3C,Blue,,36.21,3.1,1_start
11,80,3C,Blue,,35.43,3.6,1_start
11,80,3C,Blue,,36.56,3.8,1_start
11,80,3C,Blue,,36.77,3.6,1_start
11,80,3C,Blue,,33.91,3.1,1_start
11,80,3C,Blue,,23.3,1.1,1_start
11,80,3C,Blue,,24.58,1.8,1_start
11,80,3C,Blue,,24.51,1.4,1_start
11,80,3C,Blue,,26.52,2.2,1_start
11,80,3C,Blue,,23.23,1.6,1_start
11,80,3C,Blue+White,61,40.13,4.2,1_start
11,80,3C,Blue+White,62,34.4,2.3,1_start
11,80,3C,Blue+White,63,34.4,3.7,1_start
11,80,3C,Blue+White,64,31.71,3.1,1_start
11,80,3C,Blue+White,65,34.96,3.5,1_start
11,80,3C,Blue+White,66,36.64,3.7,1_start
11,80,3C,Blue+White,67,32.64,2.1,1_start
11,80,3C,Blue+White,68,39.81,4,1_start
11,80,3C,Blue+White,69,49.31,7.9,1_start
11,80,3C,Blue+White,70,44.67,4,1_start
11,80,2M,Green,,39.58,3.7,1_start
11,80,2M,Green,,27.71,1.8,1_start
11,80,2M,Green,,29.36,2.9,1_start
11,80,2M,Green,,22.01,1.1,1_start
11,80,2M,Green,,32.54,2.4,1_start
11,80,2M,Green,,31.6,3.8,1_start
11,80,2M,Green,,28.86,1.9,1_start
11,80,2M,Green,,40.63,4.7,1_start
11,80,2M,Green,,47.33,4.4,1_start
11,80,2M,Green,,24.46,1.3,1_start
11,80,2M,Green,,36.42,3.3,1_start
11,80,2M,Green,,27.11,1.7,1_start
11,80,2M,Green,,32.52,2.4,1_start
11,80,2M,Green,,41.79,4.3,1_start
11,80,2M,Green,,29.91,2.2,1_start
11,80,2M,Green,,36.23,2.6,1_start
11,80,2M,Green,,34.21,3.2,1_start
11,80,2M,Green,,34.21,3.1,1_start
11,80,2M,Green,,37.24,3.8,1_start
11,80,2M,Green,,19.66,2.2,1_start
11,80,2M,Green+White,71,56.64,7.1,1_start
11,80,2M,Green+White,72,45.98,7.4,1_start
11,80,2M,Green+White,73,39.61,3,1_start
11,80,2M,Green+White,74,40.6,5.1,1_start
11,80,2M,Green+White,75,38.83,4,1_start
11,80,2M,Green+White,76,34.39,3.5,1_start
11,80,2M,Green+White,77,40.52,3.6,1_start
11,80,2M,Green+White,78,40.46,4.1,1_start
11,80,2M,Green+White,79,36.65,6.2,1_start
11,80,2M,Green+White,80,29.3,2.4,1_start
13,80,2M,Green+White,81,48.78,6.6,1_start
13,80,2M,Green+White,82,45.31,6.4,1_start
13,80,2M,Green+White,83,47.9,4.5,1_start
13,80,2M,Green+White,84,58.26,5.7,1_start
13,80,2M,Green+White,85,52.48,4.9,1_start
13,80,2M,Green+White,86,42.78,6.7,1_start
13,80,2M,Green+White,87,53.58,7.8,1_start
13,80,2M,Green+White,88,41.58,4.2,1_start
13,80,2M,Green+White,89,48.04,5.3,1_start
13,80,2M,Green+White,91,35.98,3.6,1_start
13,80,2M,Green,,40.99,5.2,1_start
13,80,2M,Green,,42.17,3.7,1_start
13,80,2M,Green,,29.74,2.1,1_start
13,80,2M,Green,,33.92,2.6,1_start
13,80,2M,Green,,31.5,3.2,1_start
13,80,2M,Green,,32.49,1.8,1_start
13,80,2M,Green,,40.79,3.8,1_start
13,80,2M,Green,,32.18,3.2,1_start
13,80,2M,Green,,34.29,2.6,1_start
13,80,2M,Green,,24.23,1.3,1_start
13,80,2M,Green,,29.06,1.7,1_start
13,80,2M,Green,,33.29,2.5,1_start
13,80,2M,Green,,43.95,4.8,1_start
13,80,2M,Green,,28.76,1.9,1_start
13,80,2M,Green,,26.6,1.6,1_start
13,80,2M,Green,,31.03,2.3,1_start
13,80,2M,Green,,30.27,2.1,1_start
13,80,2M,Green,,21.89,0.9,1_start
13,80,2M,Green,,25.46,1.8,1_start
13,80,2M,Green,,33.16,2.2,1_start
13,80,3C,Blue,,52.19,7.8,1_start
13,80,3C,Blue,,36.77,3.8,1_start
13,80,3C,Blue,,50.58,5.8,1_start
13,80,3C,Blue,,44.24,9.3,1_start
13,80,3C,Blue,,30.45,3.9,1_start
13,80,3C,Blue,,54.8,8.9,1_start
13,80,3C,Blue,,46.77,6.5,1_start
13,80,3C,Blue,,54.74,10.4,1_start
13,80,3C,Blue,,33.88,3.3,1_start
13,80,3C,Blue,,30.97,2.3,1_start
13,80,3C,Blue,,31.63,3.1,1_start
13,80,3C,Blue,,33.45,3.3,1_start
13,80,3C,Blue,,29.46,1.9,1_start
13,80,3C,Blue,,28.14,2.7,1_start
13,80,3C,Blue,,26.26,2.1,1_start
13,80,3C,Blue,,32.79,2.4,1_start
13,80,3C,Blue,,48.29,9.1,1_start
13,80,3C,Blue,,30.78,2.2,1_start
13,80,3C,Blue,,31.47,3.2,1_start
13,80,3C,Blue,,23.17,1.4,1_start
13,80,3C,Blue+White,92,34.94,3.1,1_start
13,80,3C,Blue+White,93,38.02,4.7,1_start
13,80,3C,Blue+White,94,37.68,3.2,1_start
13,80,3C,Blue+White,95,34.89,3.6,1_start
13,80,3C,Blue+White,96,37.22,3.6,1_start
13,80,3C,Blue+White,97,40.59,5,1_start
13,80,3C,Blue+White,98,36.15,2.9,1_start
13,80,3C,Blue+White,99,44.73,4.8,1_start
13,80,3C,Blue+White,100,43.3,5.9,1_start
13,80,3C,Blue+Yellow,1,40.62,4.4,1_start
13,80,3M,Red,,59.61,12.3,1_start
13,80,3M,Red,,31.15,2.3,1_start
13,80,3M,Red,,38.66,4.7,1_start
13,80,3M,Red,,55.55,10.2,1_start
13,80,3M,Red,,61.83,9.5,1_start
13,80,3M,Red,,40.25,5.5,1_start
13,80,3M,Red,,46.96,9.3,1_start
13,80,3M,Red,,49.93,10.7,1_start
13,80,3M,Red,,49.2,6.5,1_start
13,80,3M,Red,,36.36,3.3,1_start
13,80,3M,Red,,40.17,3.9,1_start
13,80,3M,Red,,42.17,6.4,1_start
13,80,3M,Red,,30.32,4.6,1_start
13,80,3M,Red,,35.47,5.9,1_start
13,80,3M,Red,,33.81,4.7,1_start
13,80,3M,Red,,38.49,6,1_start
13,80,3M,Red,,40.32,5.9,1_start
13,80,3M,Red,,32.07,3.4,1_start
13,80,3M,Red,,43.72,7.5,1_start
13,80,3M,Red,,46.39,6.5,1_start
13,80,3M,Red+Yellow,2,37.08,4,1_start
13,80,3M,Red+Yellow,3,46.26,8.9,1_start
13,80,3M,Red+Yellow,4,60.29,9.8,1_start
13,80,3M,Red+Yellow,5,43.27,7,1_start
13,80,3M,Red+Yellow,6,37.22,3.6,1_start
13,80,3M,Red+Yellow,7,50.96,9,1_start
13,80,3M,Red+Yellow,8,32.22,4.3,1_start
13,80,3M,Red+Yellow,9,31.17,4.4,1_start
13,80,3M,Red+Yellow,10,47.45,6.7,1_start
13,80,3M,Red+Yellow,11,49.57,8.6,1_start
2,40,3M,Red,,44.21,9.5,1_start
2,40,3M,Red,,30.86,4,1_start
2,40,3M,Red,,57.22,9.8,1_start
2,40,3M,Red,,33.05,4,1_start
2,40,3M,Red,,39.34,4.7,1_start
2,40,3M,Red,,31.4,2.6,1_start
2,40,3M,Red,,52.99,9.1,1_start
2,40,3M,Red,,52.11,7.9,1_start
2,40,3M,Red,,40.05,5.5,1_start
2,40,3M,Red,,32.16,2.6,1_start
2,40,3M,Red,,39.53,5.7,1_start
2,40,3M,Red,,51.98,4.9,1_start
2,40,3M,Red,,45.4,8.9,1_start
2,40,3M,Red,,39.96,5.4,1_start
2,40,3M,Red,,27.68,2.6,1_start
2,40,3M,Red,,42.13,7.7,1_start
2,40,3M,Red,,62.29,14.4,1_start
2,40,3M,Red,,41.01,7.3,1_start
2,40,3M,Red,,59.44,12.5,1_start
2,40,3M,Red,,42.72,4.2,1_start
2,40,3M,Red,1,45.26,6.8,1_start
2,40,3M,Red,2,47.1,7.7,1_start
2,40,3M,Red,3,51.77,8.4,1_start
2,40,3M,Red,4,42.74,7.9,1_start
2,40,3M,Red,5,45.31,6.3,1_start
2,40,3M,Red,6,27.14,2.5,1_start
2,40,3M,Red,7,27.97,2.4,1_start
2,40,3M,Red,8,48.31,6.8,1_start
2,40,3M,Red,9,39.37,5.8,1_start
2,40,3M,Red,10,35.69,3,1_start
2,40,2M,Green,,44.04,6.3,1_start
2,40,2M,Green,,44.6,5.3,1_start
2,40,2M,Green,,41.26,2.9,1_start
2,40,2M,Green,,39.72,3.9,1_start
2,40,2M,Green,,26.86,1.6,1_start
2,40,2M,Green,,29.37,1.9,1_start
2,40,2M,Green,,26.52,1.4,1_start
2,40,2M,Green,,28.19,1.8,1_start
2,40,2M,Green,,40.51,5.4,1_start
2,40,2M,Green,,41.32,4.1,1_start
2,40,2M,Green,,45.01,4.2,1_start
2,40,2M,Green,,24.62,1.8,1_start
2,40,2M,Green,,45.67,3.9,1_start
2,40,2M,Green,,30.51,3.7,1_start
2,40,2M,Green,,37.49,2.9,1_start
2,40,2M,Green,,25.66,1.7,1_start
2,40,2M,Green,,49.62,7,1_start
2,40,2M,Green,,24.5,1.7,1_start
2,40,2M,Green,,22.3,1.5,1_start
2,40,2M,Green,,23.09,0.9,1_start
2,40,2M,Green,1,42.49,4.9,1_start
2,40,2M,Green,2,30.5,2.4,1_start
2,40,2M,Green,3,33.09,3.4,1_start
2,40,2M,Green,4,52.36,5.1,1_start
2,40,2M,Green,5,31.55,2.1,1_start
2,40,2M,Green,6,36.64,3.4,1_start
2,40,2M,Green,7,43.8,5.5,1_start
2,40,2M,Green,8,46.46,6.3,1_start
2,40,2M,Green,9,33.21,2.5,1_start
2,40,2M,Green,10,40.02,5.5,1_start
2,40,3C,Blue,,24.24,1.8,1_start
2,40,3C,Blue,,30.64,3.1,1_start
2,40,3C,Blue,,31.81,2.7,1_start
2,40,3C,Blue,,30.32,2.4,1_start
2,40,3C,Blue,,24.3,1.2,1_start
2,40,3C,Blue,,52.06,10.2,1_start
2,40,3C,Blue,,25.59,1.3,1_start
2,40,3C,Blue,,44.32,6.5,1_start
2,40,3C,Blue,,30.24,1.8,1_start
2,40,3C,Blue,,35.67,5.5,1_start
2,40,3C,Blue,,35.62,3,1_start
2,40,3C,Blue,,54.63,10,1_start
2,40,3C,Blue,,27.94,1.9,1_start
2,40,3C,Blue,,21.98,0.9,1_start
2,40,3C,Blue,,29.87,2.1,1_start
2,40,3C,Blue,,51.43,7.7,1_start
2,40,3C,Blue,,29.78,1.8,1_start
2,40,3C,Blue,,30.57,2.4,1_start
2,40,3C,Blue,,26.09,1.4,1_start
2,40,3C,Blue,,33.4,2.8,1_start
2,40,3C,Blue+Yellow,12,33.57,3.5,1_start
2,40,3C,Blue+Yellow,13,38.4,3.3,1_start
2,40,3C,Blue+Yellow,14,36.96,3.5,1_start
2,40,3C,Blue+Yellow,15,36.79,4.2,1_start
2,40,3C,Blue+Yellow,16,36.78,5.7,1_start
2,40,3C,Blue+Yellow,17,35.99,3,1_start
2,40,3C,Blue+Yellow,18,38.13,6.2,1_start
2,40,3C,Blue+Yellow,19,37.96,3.7,1_start
2,40,3C,Blue+Yellow,20,31.99,3,1_start
2,40,3C,Blue+Yellow,21,32.37,4.2,1_start
4,20,3M,Red,,12.9,7.2,1_start
4,20,3M,Red,,58.96,14.4,1_start
4,20,3M,Red,,52.66,11.1,1_start
4,20,3M,Red,,37.66,3.9,1_start
4,20,3M,Red,,53.7,5.9,1_start
4,20,3M,Red,,44.08,6.1,1_start
4,20,3M,Red,,46.83,9.6,1_start
4,20,3M,Red,,33.02,3.5,1_start
4,20,3M,Red,,44.99,6.9,1_start
4,20,3M,Red,,46.52,6.5,1_start
4,20,3M,Red,,61.98,16.2,1_start
4,20,3M,Red,,48.7,7.4,1_start
4,20,3M,Red,,35.19,4.3,1_start
4,20,3M,Red,,60.6,12.2,1_start
4,20,3M,Red,,37.97,3.4,1_start
4,20,3M,Red,,29.25,2.8,1_start
4,20,3M,Red,,63.8,19.1,1_start
4,20,3M,Red,,55.95,10.2,1_start
4,20,3M,Red,,50.45,5.7,1_start
4,20,3M,Red,,66.39,12.9,1_start
4,20,3M,Red,11,53.93,10.3,1_start
4,20,3M,Red,12,54.55,10.1,1_start
4,20,3M,Red,13,40.04,5.1,1_start
4,20,3M,Red,14,42.73,5.6,1_start
4,20,3M,Red,15,36.34,4.4,1_start
4,20,3M,Red,16,41.55,6.1,1_start
4,20,3M,Red,17,40.73,5.7,1_start
4,20,3M,Red,18,43.66,8.3,1_start
4,20,3M,Red,19,47.06,7.6,1_start
4,20,3M,Red,20,60.3,14.6,1_start
4,20,3C,Blue,,23.48,1.9,1_start
4,20,3C,Blue,,32.22,2.8,1_start
4,20,3C,Blue,,25.71,1.5,1_start
4,20,3C,Blue,,32.9,4.1,1_start
4,20,3C,Blue,,29.35,2.1,1_start
4,20,3C,Blue,,33.21,4.1,1_start
4,20,3C,Blue,,30.9,2.2,1_start
4,20,3C,Blue,,34.05,3.6,1_start
4,20,3C,Blue,,31.03,2.7,1_start
4,20,3C,Blue,,33.11,3.7,1_start
4,20,3C,Blue,,52.68,7.8,1_start
4,20,3C,Blue,,32.6,4.4,1_start
4,20,3C,Blue,,29.25,2.6,1_start
4,20,3C,Blue,,27.44,2.6,1_start
4,20,3C,Blue,,38.69,3.5,1_start
4,20,3C,Blue,,34.08,3.5,1_start
4,20,3C,Blue,,26.82,1.3,1_start
4,20,3C,Blue,,41.25,3.6,1_start
4,20,3C,Blue,,29.13,1.9,1_start
4,20,3C,Blue,,50.67,4.9,1_start
4,20,3C,Blue,1,36.04,4.1,1_start
4,20,3C,Blue,2,44.57,4.9,1_start
4,20,3C,Blue,3,53.16,9.6,1_start
4,20,3C,Blue,4,31.41,2.6,1_start
4,20,3C,Blue,5,30.6,3.5,1_start
4,20,3C,Blue,6,38.76,5.2,1_start
4,20,3C,Blue,7,36.59,4.4,1_start
4,20,3C,Blue,8,35.52,3.5,1_start
4,20,3C,Blue,9,36.61,4,1_start
4,20,3C,Blue,10,46.55,7.6,1_start
4,20,2M,Green,,30.49,2.4,1_start
4,20,2M,Green,,23.31,1.6,1_start
4,20,2M,Green,,26.76,2.2,1_start
4,20,2M,Green,,55.26,9.7,1_start
4,20,2M,Green,,56.3,9,1_start
4,20,2M,Green,,45.23,6.6,1_start
4,20,2M,Green,,29.72,2.8,1_start
4,20,2M,Green,,31.49,2.1,1_start
4,20,2M,Green,,28.03,1.9,1_start
4,20,2M,Green,,32.3,2.2,1_start
4,20,2M,Green,,34.74,2.9,1_start
4,20,2M,Green,,28.08,1.7,1_start
4,20,2M,Green,,37.21,3.5,1_start
4,20,2M,Green,,26.19,1.7,1_start
4,20,2M,Green,,36.2,3.6,1_start
4,20,2M,Green,,30.74,1.8,1_start
4,20,2M,Green,,29.51,1.7,1_start
4,20,2M,Green,,39.27,3.2,1_start
4,20,2M,Green,,23.05,1.5,1_start
4,20,2M,Green+Yellow,22,34.87,3.3,1_start
4,20,2M,Green+Yellow,23,47.52,5,1_start
4,20,2M,Green+Yellow,24,33.24,3.3,1_start
4,20,2M,Green+Yellow,25,40.65,2.9,1_start
4,20,2M,Green+Yellow,26,47.36,4.4,1_start
4,20,2M,Green+Yellow,27,46.77,6.3,1_start
4,20,2M,Green+Yellow,28,41.09,4.3,1_start
4,20,2M,Green+Yellow,29,38.71,3.9,1_start
4,20,2M,Green+Yellow,30,36.57,2.9,1_start
4,20,2M,Green+Yellow,31,35.93,3.4,1_start
14,60,3M,Red,,49.51,10.9,1_start
14,60,3M,Red,,43.56,9.1,1_start
14,60,3M,Red,,51.35,9,1_start
14,60,3M,Red,,40.58,6.1,1_start
14,60,3M,Red,,44.89,7.6,1_start
14,60,3M,Red,,45.43,5.6,1_start
14,60,3M,Red,,58.58,14.9,1_start
14,60,3M,Red,,45.29,10.1,1_start
14,60,3M,Red,,39.11,6.2,1_start
14,60,3M,Red,,46.77,7.8,1_start
14,60,3M,Red,,55.32,11.1,1_start
14,60,3M,Red,,56.17,9.9,1_start
14,60,3M,Red,,42.4,6.9,1_start
14,60,3M,Red,,52.56,8.7,1_start
14,60,3M,Red,,43.92,6.3,1_start
14,60,3M,Red,,49.6,9.3,1_start
14,60,3M,Red,,38.06,4.3,1_start
14,60,3M,Red,,41.9,6.3,1_start
14,60,3M,Red,,45.08,5,1_start
14,60,3M,Red,,29.94,2,1_start
14,60,3M,Red,21,34.69,2.8,1_start
14,60,3M,Red,22,32.66,3.9,1_start
14,60,3M,Red,23,50.24,7.4,1_start
14,60,3M,Red,24,34.07,4.7,1_start
14,60,3M,Red,25,52.81,8.2,1_start
14,60,3M,Red,26,41.52,4.7,1_start
14,60,3M,Red,27,45.74,9.9,1_start
14,60,3M,Red,28,33.63,2.6,1_start
14,60,3M,Red,29,44.22,6.5,1_start
14,60,3M,Red,30,41.13,6.2,1_start
14,60,2M,Green,,26.64,1.7,1_start
14,60,2M,Green,,29.15,2.3,1_start
14,60,2M,Green,,24.62,1.3,1_start
14,60,2M,Green,,29.28,2.2,1_start
14,60,2M,Green,,22.22,1.1,1_start
14,60,2M,Green,,40.58,3.9,1_start
14,60,2M,Green,,52.6,7.4,1_start
14,60,2M,Green,,31.77,2,1_start
14,60,2M,Green,,25.61,1.7,1_start
14,60,2M,Green,,22.21,1.1,1_start
14,60,2M,Green,,29.13,2.2,1_start
14,60,2M,Green,,30.01,2,1_start
14,60,2M,Green,,23.34,1.3,1_start
14,60,2M,Green,,32.01,2.4,1_start
14,60,2M,Green,,23.57,1.3,1_start
14,60,2M,Green,,38.04,3,1_start
14,60,2M,Green,,55.66,6.9,1_start
14,60,2M,Green,,33.71,3.3,1_start
14,60,2M,Green,,37.55,3,1_start
14,60,2M,Green,,35.6,2.9,1_start
14,60,2M,green+yellow,32,37.81,3.2,1_start
14,60,2M,green+yellow,33,38.57,3.5,1_start
14,60,2M,green+yellow,34,37.52,3.7,1_start
14,60,2M,green+yellow,35,45.86,4.5,1_start
14,60,2M,green+yellow,36,36.83,4.1,1_start
14,60,2M,green+yellow,37,39.92,3.6,1_start
14,60,2M,green+yellow,38,47.67,7,1_start
14,60,2M,green+yellow,39,36.36,3.7,1_start
14,60,2M,green+yellow,40,34.43,2.9,1_start
14,60,2M,green+yellow,41,31.62,2.1,1_start
14,60,3C,Blue,,41.6,3.9,1_start
14,60,3C,Blue,,44.92,6.2,1_start
14,60,3C,Blue,,33.39,2.9,1_start
14,60,3C,Blue,,30.98,2.9,1_start
14,60,3C,Blue,,22.63,1.4,1_start
14,60,3C,Blue,,42.7,5.8,1_start
14,60,3C,Blue,,30.03,2.6,1_start
14,60,3C,Blue,,17.06,0.7,1_start
14,60,3C,Blue,,30.69,3,1_start
14,60,3C,Blue,,24.29,1.7,1_start
14,60,3C,Blue,,36.37,3.4,1_start
14,60,3C,Blue,,33.94,3.5,1_start
14,60,3C,Blue,,46.96,7,1_start
14,60,3C,Blue,,25.5,1.9,1_start
14,60,3C,Blue,,25.69,1.6,1_start
14,60,3C,Blue,,28.16,3,1_start
14,60,3C,Blue,,26.22,2.5,1_start
14,60,3C,Blue,,22.89,1.2,1_start
14,60,3C,Blue,,21.43,1.1,1_start
14,60,3C,Blue,,33.33,3.8,1_start
14,60,3C,Blue,,22.97,1.4,1_start
14,60,3C,Blue,12,31.9,3.2,1_start
14,60,3C,Blue,13,22.35,1,1_start
14,60,3C,Blue,14,21.58,1.4,1_start
14,60,3C,Blue,15,25.96,2.2,1_start
14,60,3C,Blue,16,27.46,1.8,1_start
14,60,3C,Blue,17,42.35,5.7,1_start
14,60,3C,Blue,18,28.99,1.8,1_start
14,60,3C,Blue,19,24.28,2,1_start
14,60,3C,Blue,20,38.11,4,1_start
17,100,3C,Blue,,41.44,5.3,1_start
17,100,3C,Blue,,17.95,1.2,1_start
17,100,3C,Blue,,26.17,1.4,1_start
17,100,3C,Blue,,36.05,3.3,1_start
17,100,3C,Blue,,29.13,3.2,1_start
17,100,3C,Blue,,25.17,1,1_start
17,100,3C,Blue,,32.93,3.3,1_start
17,100,3C,Blue,,27.69,2,1_start
17,100,3C,Blue,,38.81,5.5,1_start
17,100,3C,Blue,,30.05,2.6,1_start
17,100,3C,Blue,,23.14,1.2,1_start
17,100,3C,Blue,,32.46,2.3,1_start
17,100,3C,Blue,,49.54,7.3,1_start
17,100,3C,Blue,,36.46,3.6,1_start
17,100,3C,Blue,,41.87,6,1_start
17,100,3C,Blue,,36.45,3.6,1_start
17,100,3C,Blue,,23.53,1.7,1_start
17,100,3C,Blue,,37.35,4.1,1_start
17,100,3C,Blue,,25.22,1.9,1_start
17,100,3C,Blue,,44.26,6.7,1_start
17,100,3C,Blue,21,48.65,6.4,1_start
17,100,3C,Blue,22,20.97,1.1,1_start
17,100,3C,Blue,23,40.06,3.9,1_start
17,100,3C,Blue,24,19.5,0.9,1_start
17,100,3C,Blue,25,36.2,3.8,1_start
17,100,3C,Blue,26,36.38,3.1,1_start
17,100,3C,Blue,27,25.81,1.8,1_start
17,100,3C,Blue,28,29.6,2.1,1_start
17,100,3C,Blue,29,26.78,1.6,1_start
17,100,3C,Blue,30,31.46,2.2,1_start
17,100,2M,Green,,42.27,5.6,1_start
17,100,2M,Green,,26.01,1.3,1_start
17,100,2M,Green,,18.44,0.7,1_start
17,100,2M,Green,,37.2,2.8,1_start
17,100,2M,Green,,36.02,3.5,1_start
17,100,2M,Green,,33.62,2.6,1_start
17,100,2M,Green,,30.21,4.3,1_start
17,100,2M,Green,,34.11,1.9,1_start
17,100,2M,Green,,33.21,0.8,1_start
17,100,2M,Green,,20.3,1.7,1_start
17,100,2M,Green,,23.58,1.2,1_start
17,100,2M,Green,,25.03,1.7,1_start
17,100,2M,Green,,26.87,1.6,1_start
17,100,2M,Green,,29.32,3.4,1_start
17,100,2M,Green,,36.9,1.2,1_start
17,100,2M,Green,,22.93,2.1,1_start
17,100,2M,Green,,31.21,3.4,1_start
17,100,2M,Green,,36,4.9,1_start
17,100,2M,Green,,37.2,3.8,1_start
17,100,2M,Green,20,44.1,4.1,1_start
17,100,2M,Green,19,33.84,2.6,1_start
17,100,2M,Green,18,28.67,1.8,1_start
17,100,2M,Green,17,52.34,6.5,1_start
17,100,2M,Green,16,25.29,1.6,1_start
17,100,2M,Green,15,38.54,4.8,1_start
17,100,2M,Green,14,28.84,1.9,1_start
17,100,2M,Green,13,35.66,2.7,1_start
17,100,2M,Green,12,20.99,1.1,1_start
17,100,2M,Green,11,29.08,2,1_start
17,100,3M,Red,,49.66,9,1_start
17,100,3M,Red,,35.94,4.9,1_start
17,100,3M,Red,,40.66,5.4,1_start
17,100,3M,Red,,39.49,4,1_start
17,100,3M,Red,,40.19,4,1_start
17,100,3M,Red,,57.34,8.3,1_start
17,100,3M,Red,,46.28,5.6,1_start
17,100,3M,Red,,40.31,7.5,1_start
17,100,3M,Red,,46.21,7.6,1_start
17,100,3M,Red,,56.06,10.4,1_start
17,100,3M,Red,,50.91,7.4,1_start
17,100,3M,Red,,49.02,7.7,1_start
17,100,3M,Red,,37.58,5,1_start
17,100,3M,Red,,49.28,8.5,1_start
17,100,3M,Red,,45.64,8,1_start
17,100,3M,Red,,46.05,5.6,1_start
17,100,3M,Red,,35.72,4.3,1_start
17,100,3M,Red,,44.04,5.2,1_start
17,100,3M,Red,,48.08,10.3,1_start
17,100,3M,Red,,69.22,13.9,1_start
17,100,3M,Red,31,54.63,10.2,1_start
17,100,3M,Red,32,43.86,7,1_start
17,100,3M,Red,33,41.12,6.1,1_start
17,100,3M,Red,34,55.05,11.2,1_start
17,100,3M,Red,35,38.74,3.6,1_start
17,100,3M,Red,36,33.19,2.8,1_start
17,100,3M,Red,37,50.42,9.7,1_start
17,100,3M,Red,38,44.76,6.4,1_start
17,100,3M,Red,39,42.76,6.5,1_start
17,100,3M,Red,41,49.04,7.8,1_start
18,60,3M,Red , ,33.25,3,1_start
18,60,3M,Red ,,35.03,3.2,1_start
18,60,3M,Red ,,42.14,8.1,1_start
18,60,3M,Red ,,44.07,7.3,1_start
18,60,3M,Red ,,39.94,4.6,1_start
18,60,3M,Red ,,49.23,5,1_start
18,60,3M,Red ,,51.71,12.7,1_start
18,60,3M,Red ,,42.92,4.7,1_start
18,60,3M,Red ,,39.61,6.7,1_start
18,60,3M,Red ,,33.08,2.7,1_start
18,60,3M,Red ,,35.23,5,1_start
18,60,3M,Red ,,33.42,3.9,1_start
18,60,3M,Red ,,39.96,4.5,1_start
18,60,3M,Red ,,31.93,3.6,1_start
18,60,3M,Red ,,54.13,8.8,1_start
18,60,3M,Red ,,39.56,3,1_start
18,60,3M,Red ,,44.78,8.7,1_start
18,60,3M,Red ,,57.04,5.8,1_start
18,60,3M,Red ,,33.37,4.2,1_start
18,60,3M,Red ,,36.06,3.2,1_start
18,60,3M,Red ,42,46.53,8.7,1_start
18,60,3M,Red ,43,62.81,13.3,1_start
18,60,3M,Red ,44,56.46,12.5,1_start
18,60,3M,Red ,45,38.9,4.6,1_start
18,60,3M,Red ,46,45.03,6.1,1_start
18,60,3M,Red ,47,36.25,4.1,1_start
18,60,3M,Red ,48,50.26,10.7,1_start
18,60,3M,Red ,49,52.24,11.5,1_start
18,60,3M,Red ,50,44.06,6.5,1_start
18,60,3M,Red ,51,28.37,1.8,1_start
18,60,2M,Green ,,33.22,3.2,1_start
18,60,2M,Green ,,31.58,2.3,1_start
18,60,2M,Green ,,27.05,1.4,1_start
18,60,2M,Green ,,28.77,1.8,1_start
18,60,2M,Green ,,26.52,1.4,1_start
18,60,2M,Green ,,32.87,2.6,1_start
18,60,2M,Green ,,25.19,1.4,1_start
18,60,2M,Green ,,40.28,2.4,1_start
18,60,2M,Green ,,41.29,3.9,1_start
18,60,2M,Green ,,37.71,4,1_start
18,60,2M,Green ,,23.61,1.2,1_start
18,60,2M,Green ,,26.18,2.2,1_start
