Tank,Treatment,Colour,Mass,Height,Ploidy,Time point
1,750,Red,6,41.98,Induced Triploid,2_end
1,750,Red,5.3,41.61,Induced Triploid,2_end
1,750,Red,5,45.56,Induced Triploid,2_end
1,750,Red,6.6,43.35,Induced Triploid,2_end
1,750,Green,7.5,47.06,Mated Triploid,2_end
2,500,Blue,4.6,41.69,Diploid,2_end
2,500,Blue,4.3,39.01,Diploid,2_end
2,500,Blue,7.4,45.89,Diploid,2_end
2,500,Green,9,52.36,Mated Triploid,2_end
2,500,Red,4.1,38.14,Induced Triploid,2_end
2,500,Red,5.2,40.39,Induced Triploid,2_end
2,500,Red,6.5,42.81,Induced Triploid,2_end
2,500,Red,8.2,51.22,Induced Triploid,2_end
2,500,Red,5.1,39.8,Induced Triploid,2_end
5,CTRL,Blank,19.3,66.86,Blank,2_end
5,CTRL,Blank,15.1,62.98,Blank,2_end
5,CTRL,Blank,8.8,49.87,Blank,2_end
5,CTRL,Blank,4.5,43.48,Blank,2_end
5,CTRL,Red,6.4,48.13,Induced Triploid,2_end
5,CTRL,Red,4.8,35.86,Induced Triploid,2_end
5,CTRL,Red,6.1,36.92,Induced Triploid,2_end
5,CTRL,Red,6.8,40.54,Induced Triploid,2_end
5,CTRL,Red,10.8,46.74,Induced Triploid,2_end
5,CTRL,Red,5.4,42.34,Induced Triploid,2_end
5,CTRL,Red,9.8,46.91,Induced Triploid,2_end
5,CTRL,Blue,5,42.09,Diploid,2_end
5,CTRL,Blue,6.6,40.61,Diploid,2_end
5,CTRL,Blue,3.7,38.25,Diploid,2_end
5,CTRL,Blue,2.7,33.6,Diploid,2_end
5,CTRL,Blue,5.9,40.57,Diploid,2_end
5,CTRL,Green,10.6896,42.33,Mated Triploid,2_end
5,CTRL,Red,16.8384,52.87,Induced Triploid,2_end
5,CTRL,Blue,10.9326,51.71,Diploid,2_end
5,CTRL,Blue,14.191,52.1,Diploid,2_end
4,CTRL,Blue,6.5837,44.55,Diploid,2_end
4,CTRL,Green,16.4676,59.94,Mated Triploid,2_end
4,CTRL,Green,12.7961,60.97,Mated Triploid,2_end
4,CTRL,Red,10.7218,55.81,Induced Triploid,2_end
4,CTRL,Red,7.6436,44.81,Induced Triploid,2_end
14,CTRL,Green,25.9144,65.68,Mated Triploid,2_end
14,CTRL,Green,25.422,54.91,Mated Triploid,2_end
14,CTRL,Red,9.7629,52.17,Induced Triploid,2_end
14,CTRL,Red,9.0787,49.84,Induced Triploid,2_end
14,CTRL,Red,12.7814,52.12,Induced Triploid,2_end
14,CTRL,Blue,9.1921,51.73,Diploid,2_end
14,CTRL,Blue,6.5262,46.58,Diploid,2_end
5,CTRL,Green,25.1812,66.92,Mated Triploid,2_end
5,CTRL,Red,12.2191,49.89,Induced Triploid,2_end
14,CTRL,Red,7.9369,48.26,Induced Triploid,2_end
4,CTRL,Blue,10.1945,46.12,Diploid,2_end
5,CTRL,Red,12.1693,51.64,Induced Triploid,2_end
14,CTRL,Blue,7.6611,48.19,Diploid,2_end
4,CTRL,Blue,9.7881,52.41,Diploid,2_end
5,CTRL,Green,6.0941,50.66,Mated Triploid,2_end
5,CTRL,Blue,8.0066,55.46,Diploid,2_end
14,CTRL,Green,11.1946,53.2,Mated Triploid,2_end
14,CTRL,Green,6.379,42.74,Mated Triploid,2_end
5,CTRL,Blue,9.3451,49.96,Diploid,2_end
5,CTRL,Green,22.0796,69.01,Mated Triploid,2_end
4,CTRL,Red,14.1868,53.61,Induced Triploid,2_end
4,CTRL,Blue,10.3067,52.5,Diploid,2_end
14,CTRL,Blue,8.2187,49.51,Diploid,2_end
4,CTRL,Green,7.5714,55.85,Mated Triploid,2_end
4,CTRL,Red,18.1318,45.78,Induced Triploid,2_end
14,CTRL,Red,9.3829,41.01,Induced Triploid,2_end
5,CTRL,Red,8.1502,48.38,Induced Triploid,2_end
5,CTRL,Red,7.1626,44.55,Induced Triploid,2_end
14,CTRL,Blue,7.5499,51.1,Diploid,2_end
14,CTRL,Green,6.7299,46.21,Mated Triploid,2_end
4,CTRL,Green,16.8035,52.23,Mated Triploid,2_end
4,CTRL,Blue,10.229,42.56,Diploid,2_end
14,CTRL,Green,5.6774,44.78,Mated Triploid,2_end
14,CTRL,Red,6.6443,51.47,Induced Triploid,2_end
5,CTRL,Green,6.025,44.3,Mated Triploid,2_end
5,CTRL,Blue,8.907,48.44,Diploid,2_end
4,CTRL,Red,6.9892,43,Induced Triploid,2_end
4,CTRL,Blue,8.3074,36.98,Diploid,2_end
5,CTRL,Green,8.5466,43.91,Mated Triploid,2_end
5,CTRL,Red,9.877,45.92,Induced Triploid,2_end
4,CTRL,Blue,7.5317,48.6,Diploid,2_end
4,CTRL,Green,4.3005,40.19,Mated Triploid,2_end
14,CTRL,Green,4.2043,43.74,Mated Triploid,2_end
14,CTRL,Red,5.7223,44.52,Induced Triploid,2_end
14,CTRL,Green,10.6803,53.47,Mated Triploid,2_end
5,CTRL,Red,11.7133,60.43,Induced Triploid,2_end
5,CTRL,Green,6.1877,42.34,Mated Triploid,2_end
14,CTRL,Red,7.7688,51.76,Induced Triploid,2_end
4,CTRL,Red,6.0344,49.39,Induced Triploid,2_end
4,CTRL,Red,7.3394,44.12,Induced Triploid,2_end
5,CTRL,Blue,6.6176,50.6,Diploid,2_end
14,CTRL,Blue,5.9486,49.72,Diploid,2_end
4,CTRL,Green,3.6336,33.66,Mated Triploid,2_end
14,CTRL,Red,5.7436,45.82,Induced Triploid,2_end
5,CTRL,Blue,9.623,51.82,Diploid,2_end
5,CTRL,Blue,6.2291,42.33,Diploid,2_end
4,CTRL,Red,5.5882,40.8,Induced Triploid,2_end
4,CTRL,Red,5.9777,42.08,Induced Triploid,2_end
14,CTRL,Blue,7.1592,39.17,Diploid,2_end
14,CTRL,Blue,5.442,42.55,Diploid,2_end
5,CTRL,Blue,5.5039,39.11,Diploid,2_end
6,250,Red,8.5019,46.39,Induced Triploid,2_end
6,250,Blue,7.3953,47.67,Diploid,2_end
6,250,Green,13.4879,46.27,Mated Triploid,2_end
6,250,Blue,6.5065,48.89,Diploid,2_end
6,250,Green,16.8219,58.97,Mated Triploid,2_end
6,250,Red,14.095,57.75,Induced Triploid,2_end
16,250,Green,13.6144,59.74,Mated Triploid,2_end
16,250,Green,12.0458,61.6,Mated Triploid,2_end
16,250,Blue,8.8795,54.94,Diploid,2_end
16,250,Blue,11.8365,53.32,Diploid,2_end
16,250,Red,17.8526,54.1,Induced Triploid,2_end
16,250,Red,13.229,52.12,Induced Triploid,2_end
11,250,Red,14.9752,48.97,Induced Triploid,2_end
11,250,Red,8.0001,45.66,Induced Triploid,2_end
11,250,Green,19.227,48.12,Mated Triploid,2_end
11,250,Green,18.053,59.71,Mated Triploid,2_end
11,250,Blue,9.9993,50.3,Diploid,2_end
11,250,Blue,10.6076,49.75,Diploid,2_end
6,250,Red,10.5046,51.38,Induced Triploid,2_end
6,250,Blue,18.0886,42.61,Diploid,2_end
11,250,Green,11.0218,53.01,Mated Triploid,2_end
11,250,Red,7.4866,48.68,Induced Triploid,2_end
16,250,Blue,9.4925,55.18,Diploid,2_end
16,250,Green,9.0595,49.01,Mated Triploid,2_end
16,250,Red,8.7882,48.66,Induced Triploid,2_end
16,250,Green,13.6381,59.1,Mated Triploid,2_end
6,250,Blue,10.1656,53.77,Diploid,2_end
6,250,Red,11.2756,45.54,Induced Triploid,2_end
11,250,Green,16.9455,60.27,Mated Triploid,2_end
11,250,Blue,14.4306,54.14,Diploid,2_end
11,250,Red,7.4449,44.86,Induced Triploid,2_end
11,250,Blue,10.2064,49.53,Diploid,2_end
16,250,Red,8.8221,50.64,Induced Triploid,2_end
16,250,Blue,12.3265,49.17,Diploid,2_end
6,250,Green,13.3869,51.14,Mated Triploid,2_end
6,250,Green,12.1994,44,Mated Triploid,2_end
2,500,Red,16.6267,51.61,Induced Triploid,2_end
2,500,Red,10.9632,52.63,Induced Triploid,2_end
2,500,Blue,7.3987,52.37,Diploid,2_end
2,500,Blue,9.5775,47.83,Diploid,2_end
2,500,Green,10.1981,46.94,Mated Triploid,2_end
2,500,Green,15.9407,55.02,Mated Triploid,2_end
9,500,Blue,9.3221,49.73,Diploid,2_end
9,500,Blue,10.0497,46.93,Diploid,2_end
15,500,Green,21.5076,63.48,Mated Triploid,2_end
15,500,Green,16.3345,57.79,Mated Triploid,2_end
9,500,Red,3.9946,37.48,Induced Triploid,2_end
9,500,Red,6.9189,43.63,Induced Triploid,2_end
15,500,Blue,8.9048,52.61,Diploid,2_end
15,500,Blue,6.5727,48.29,Diploid,2_end
15,500,Green,9.9753,55.9,Mated Triploid,2_end
15,500,Green,9.4104,53.03,Mated Triploid,2_end
15,500,Red,11.2529,50.39,Induced Triploid,2_end
15,500,Red,10.7328,55.48,Induced Triploid,2_end
2,500,Red,9.4641,44.59,Induced Triploid,2_end
2,500,Green,10.6182,50.39,Mated Triploid,2_end
9,500,Blue,7.6964,52.78,Diploid,2_end
9,500,Red,7.9896,44.27,Induced Triploid,2_end
15,500,Blue,7.4382,48.28,Diploid,2_end
15,500,Green,9.4747,50.83,Mated Triploid,2_end
15,500,Red,7.7138,45.18,Induced Triploid,2_end
15,500,Red,8.8405,45.15,Induced Triploid,2_end
2,500,Green,16.9841,58.01,Mated Triploid,2_end
2,500,Red,12.0989,45.64,Induced Triploid,2_end
9,500,Red,6.3285,40.86,Induced Triploid,2_end
15,500,Blue,7.1094,46.69,Diploid,2_end
9,500,Blue,3.9145,39.52,Diploid,2_end
2,500,Blue,7.2233,46.28,Diploid,2_end
2,500,Blue,5.9932,41.95,Diploid,2_end
2,500,Red,8.7206,38.88,Induced Triploid,2_end
2,500,Blue,11.0161,54.82,Diploid,2_end
15,500,Red,12.4838,60.08,Induced Triploid,2_end
15,500,Green,17.5115,69.81,Mated Triploid,2_end
9,500,Blue,12.3515,56.44,Diploid,2_end
9,500,Blue,8.7931,50.55,Diploid,2_end
15,500,Red,16.048,68.03,Induced Triploid,2_end
15,500,Green,16.2388,56.57,Mated Triploid,2_end
9,500,Blue,6.2001,44.57,Diploid,2_end
9,500,Blue,2.9922,32.02,Diploid,2_end
2,500,Red,13.0942,55.1,Induced Triploid,2_end
2,500,Green,18.0868,66.18,Mated Triploid,2_end
15,500,Red,14.4098,57.2,Induced Triploid,2_end
15,500,Blue,15.9521,49.19,Diploid,2_end
15,500,Green,9.6126,50.32,Mated Triploid,2_end
2,500,Blue,13.7081,56.68,Diploid,2_end
2,500,Green,12.839,54.7,Mated Triploid,2_end
9,500,Red,3.0617,29.42,Induced Triploid,2_end
15,500,Blue,10.035,52.11,Diploid,2_end
15,500,Green,9.1547,50.32,Mated Triploid,2_end
15,500,Red,6.6839,40.59,Induced Triploid,2_end
2,500,Blue,5.9885,38.14,Diploid,2_end
2,500,Green,11.2143,43.94,Mated Triploid,2_end
2,500,Red,6.6707,43.77,Induced Triploid,2_end
2,500,Green,9.5274,50.56,Mated Triploid,2_end
2,500,Red,5.1844,40.33,Induced Triploid,2_end
2,500,Blue,6.1709,47.96,Diploid,2_end
15,500,Blue,10.0144,47.53,Diploid,2_end
15,500,Blue,8.4751,50.12,Diploid,2_end
1,750,Green,9.4665,47.85,Mated Triploid,2_end
1,750,Green,13.338,62.39,Mated Triploid,2_end
1,750,Blue,5.9191,48.08,Diploid,2_end
1,750,Blue,4.4004,41.63,Diploid,2_end
1,750,Red,10.0685,45.58,Induced Triploid,2_end
1,750,Red,7.7732,46.01,Induced Triploid,2_end
12,750,Blue,11.3704,50.11,Diploid,2_end
12,750,Blue,9.2694,54.32,Diploid,2_end
12,750,Green,6.782,59.21,Mated Triploid,2_end
12,750,Green,10.642,55.4,Mated Triploid,2_end
12,750,Red,9.0692,45.55,Induced Triploid,2_end
12,750,Red,6.7884,47.56,Induced Triploid,2_end
7,750,Red,9.5634,46.6,Induced Triploid,2_end
7,750,Red,14.4816,51.93,Induced Triploid,2_end
7,750,Blue,10.5697,58.11,Diploid,2_end
7,750,Blue,8.9989,46.62,Diploid,2_end
7,750,Green,13.2992,9.92,Mated Triploid,2_end
7,750,Green,20.9656,67.87,Mated Triploid,2_end
1,750,Red,10.9547,52.45,Induced Triploid,2_end
1,750,Blue,11.0815,60.28,Diploid,2_end
12,750,Blue,10.0785,51.11,Diploid,2_end
12,750,Green,17.6518,55.81,Mated Triploid,2_end
7,750,Red,10.834,52.6,Induced Triploid,2_end
7,750,Green,17.4204,61.09,Mated Triploid,2_end
12,750,Blue,8.6686,53.87,Diploid,2_end
12,750,Green,9.0472,57.66,Mated Triploid,2_end
7,750,Red,8.1235,45.07,Induced Triploid,2_end
7,750,Green,5.6383,43.37,Mated Triploid,2_end
1,750,Red,8.8439,40.11,Induced Triploid,2_end
1,750,Green,8.1179,45.76,Mated Triploid,2_end
7,750,Blue,9.0052,51.66,Diploid,2_end
7,750,Blue,10.2915,49.18,Diploid,2_end
12,750,Blue,7.6445,50.97,Diploid,2_end
12,750,Blue,17.6381,67.87,Diploid,2_end
1,750,Blue,6.4486,51.15,Diploid,2_end
1,750,Green,11.6513,56.23,Mated Triploid,2_end
3,1000,Red,8.8372,49.93,Induced Triploid,2_end
3,1000,Red,7.4131,4.9,Induced Triploid,2_end
3,1000,Blue,8.2673,7.22,Diploid,2_end
3,1000,Blue,10.6633,55.89,Diploid,2_end
3,1000,Green,6.5217,49.76,Mated Triploid,2_end
3,1000,Green,22.7608,65.48,Mated Triploid,2_end
10,1000,Green,6.042,43.09,Mated Triploid,2_end
10,1000,Green,13.3067,9.87,Mated Triploid,2_end
10,1000,Red,13.1789,61.87,Induced Triploid,2_end
10,1000,Red,10.0133,44.28,Induced Triploid,2_end
10,1000,Blue,10.4878,51.11,Diploid,2_end
10,1000,Blue,4.5076,38.15,Diploid,2_end
13,1000,Blue,3.3298,35.18,Diploid,2_end
13,1000,Blue,6.3586,45.43,Diploid,2_end
13,1000,Green,13.35,65.77,Mated Triploid,2_end
13,1000,Green,12.9431,52.93,Mated Triploid,2_end
13,1000,Red,5.2222,36.29,Induced Triploid,2_end
13,1000,Red,17.5405,56.43,Induced Triploid,2_end
3,1000,Blue,8.1924,57.43,Diploid,2_end
3,1000,Green,9.8258,60.13,Mated Triploid,2_end
10,1000,Blue,4.8963,48.3,Diploid,2_end
10,1000,Red,4.9883,36.48,Induced Triploid,2_end
13,1000,Red,8.4166,46.87,Induced Triploid,2_end
13,1000,Green,10.8612,59.48,Mated Triploid,2_end
10,1000,Green,10.86,38.63,Mated Triploid,2_end
13,1000,Blue,7.0813,45.46,Diploid,2_end
13,1000,Blue,5.1084,43.74,Diploid,2_end
13,1000,Green,11.4173,52.16,Mated Triploid,2_end
3,1000,Red,6.1008,38.58,Induced Triploid,2_end
3,1000,Red,7.1587,41.82,Induced Triploid,2_end
3,1000,Green,7.1515,43.73,Mated Triploid,2_end
13,1000,Green,14.4378,51.11,Mated Triploid,2_end
3,1000,Red,12.1859,50.59,Induced Triploid,2_end
3,1000,Green,16.2294,60.88,Mated Triploid,2_end
10,1000,Blue,13.3636,60.86,Diploid,2_end
10,1000,Green,10.3802,49.26,Mated Triploid,2_end
3,1000,Blue,11.1273,53.25,Diploid,2_end
3,1000,Blue,19.6418,66.27,Diploid,2_end
3,1000,Red,9.1841,49.99,Induced Triploid,2_end
10,1000,Red,13.3667,54.82,Induced Triploid,2_end
10,1000,Blue,5.0275,41.98,Diploid,2_end
13,1000,Green,9.4048,51.36,Mated Triploid,2_end
13,1000,Blue,7.5164,44.77,Diploid,2_end
10,1000,Green,12.9992,58.72,Mated Triploid,2_end
10,1000,Red,6.9435,42.8,Induced Triploid,2_end
13,1000,Red,7.0217,45.18,Induced Triploid,2_end
13,1000,Red,9.0248,44.76,Induced Triploid,2_end
3,1000,Green,18.075,60.9,Mated Triploid,2_end
3,1000,Blue,12.4452,56.42,Diploid,2_end
13,1000,Red,9.5399,44.41,Induced Triploid,2_end
13,1000,Green,5.773,47.79,Mated Triploid,2_end
10,1000,Red,4.8751,34.99,Induced Triploid,2_end
10,1000,Blue,4.0638,29.49,Diploid,2_end
3,1000,Blue,6.8668,44.32,Diploid,2_end
3,1000,Red,5.1645,43.63,Induced Triploid,2_end
3,1000,Red,8.9323,41.79,Induced Triploid,2_end
3,1000,Green,9.5654,60.52,Mated Triploid,2_end
3,1000,Blue,8.3201,46.77,Diploid,2_end
13,1000,Red,5.819,34.73,Induced Triploid,2_end
13,1000,Green,10.0678,44.94,Mated Triploid,2_end
13,1000,Blue,5.6351,46.25,Diploid,2_end
13,1000,Blue,5.28,44.72,Diploid,2_end
